"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1682","m.36055",147,0,0,0,1,1,1,2,1,0,1,-6.589,-2.1796,0.998164,0.988349,0.814249,"P34501","Uncharacterized protein K03H1.5 OS=Caenorhabditis elegans GN=K03H1.5 PE=1 SV=2                    "
"1683","m.36059",184,17,22,16,15,16,12,17,17,18,18,-3.476,-2.5566,0.994768,0.992117,0.738086,NA,NA
"1684","m.36079",426,0,0,0,0,0,0,0,0,0,1,-6.997,-2.2474,0.998404,0.989245,0.804213,"3282022","Predicted protein OS=Nematostella vectensis GN=v1g246930 PE=4 SV=1                     "
"1685","m.36120",197,1,1,0,0,1,0,0,0,0,0,-6.204,-1.8248,0.997714,0.979841,0.849564,"Q9D1D6","Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2                 "
"1686","m.36124",147,3,2,2,3,3,2,2,3,3,3,-4.233,-1.5789,0.999988,0.965827,0.862531,"3269030","Predicted protein OS=Nematostella vectensis GN=v1g199871 PE=4 SV=1                     "
"1687","m.3619",642,1,0,0,1,1,1,1,0,2,0,-7.034,-3.9031,0.388042,0.927289,0.149131,"Q8BRF7","Sec1 family domain-containing protein 1 OS=Mus musculus GN=Scfd1 PE=1 SV=1                  "
"1688","m.362",112,1,1,0,1,1,0,1,0,1,2,-4.924,-1.585,0.999994,0.966322,0.862287,"P56377","AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1                   "
"1689","m.3621",404,1,2,1,1,1,1,1,2,1,2,-4.069,-1.1761,0.999981,0.899727,0.872653,"Q13045","Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2                    "
"1690","m.36235",154,7,8,5,4,5,1,1,3,6,5,-4.095,-2.9259,0.911248,0.984923,0.609932,"P61917","Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1                   "
"1691","m.3627",290,2,5,2,3,4,3,1,1,4,4,-4.899,-2.4125,1,0.991108,0.773509,"Q9N126","Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1                    "
"1692","m.36274",150,0,1,0,0,0,0,0,0,0,1,-6.507,-2.2639,0.998584,0.989447,0.801565,"Q6GPV5","E3 ubiquitin-protein ligase RNF181 OS=Xenopus laevis GN=rnf181 PE=2 SV=1                   "
"1693","m.36293",247,1,2,0,2,1,0,1,1,0,3,-7.368,-2.997,0.887071,0.981649,0.579782,"A1L2Q8","Pyrroline-5-carboxylate reductase 3 OS=Xenopus laevis GN=pycrl PE=2 SV=2                    "
"1694","m.36294",179,1,2,0,0,1,1,0,0,1,2,-7.723,-3.3277,0.758121,0.962605,0.42056,"Q9VEN1","Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2                      "
"1695","m.36295",190,0,1,0,0,1,0,0,0,0,0,-5.366,-2.1672,0.998188,0.988169,0.815946,"Q4KLU2","Pre-mRNA-processing factor 39 OS=Xenopus laevis GN=prpf39 PE=2 SV=1                    "
"1696","m.36305",120,2,0,0,1,1,0,1,1,1,1,-7.353,-3.4567,0.695478,0.954658,0.353253,"P62315","Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=2 SV=1                  "
"1697","m.36358",231,1,3,1,1,2,0,2,0,2,1,-7.16,-2.3177,0.999256,0.99008,0.792315,NA,NA
"1698","m.36412",362,3,2,0,2,1,0,1,2,2,1,-5.387,-1.8047,0.997849,0.979097,0.850892,"Q9TUZ0","Signal transducer and activator of transcription 5B OS=Sus scrofa GN=STAT5B PE=2 SV=1                "
"1699","m.365",460,29,26,14,14,27,20,20,22,28,38,-5.154,-3.5161,0.662231,0.951004,0.322401,"O14111","Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2              "
"1700","m.36534",1157,0,0,2,8,2,1,4,5,0,1,-6.305,-2.3701,0.999902,0.990665,0.782336,"Q9QYP1","Low-density lipoprotein receptor-related protein 4 OS=Rattus norvegicus GN=Lrp4 PE=1 SV=2                  "
"1701","m.36655",249,1,2,1,3,1,0,2,4,3,2,-7.243,-2.4541,0.999746,0.991501,0.764159,NA,NA
"1702","m.36657",206,4,4,6,7,7,5,5,4,7,6,-7.708,-3.4361,0.706279,0.955926,0.36402,"Q8AWF2","Nascent polypeptide-associated complex subunit alpha OS=Oreochromis niloticus GN=naca PE=2 SV=1                  "
"1703","m.36658",156,7,7,5,4,8,6,5,5,7,5,-1.971,-0.7729,0.999894,0.675924,0.875915,"P74148","Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1              "
"1704","m.36659",126,3,3,0,2,2,0,1,1,3,1,-7.592,-3.3285,0.757761,0.962556,0.420146,"O75964","ATP synthase subunit g mitochondrial OS=Homo sapiens GN=ATP5L PE=1 SV=3                           "
"1705","m.3666",213,32,35,30,38,34,15,40,35,34,25,-4.11,-2.4121,1,0.991104,0.773596,"3274001","Predicted protein OS=Nematostella vectensis GN=v1g242530 PE=4 SV=1                     "
"1706","m.36673",175,0,0,4,4,1,0,4,6,3,0,-6.009,-1.9024,0.998163,0.982364,0.843872,"3300831","Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1                  "
"1707","m.36731",170,6,5,6,5,6,3,5,6,5,4,-4.963,-2.2228,0.998253,0.988934,0.808008,"Q5E9E2","Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3                  "
"1708","m.3675",482,3,5,3,4,4,2,4,6,5,7,-6.152,-2.0948,0.998543,0.986983,0.825084,"Q8GW72","Alpha-L-fucosidase 1 OS=Arabidopsis thaliana GN=FUC1 PE=1 SV=2                     "
"1709","m.3689",731,2,2,1,2,4,2,2,3,4,3,-5.516,-2.189,0.998167,0.988481,0.812935,"P56399","Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1                   "
"1710","m.3691",708,1,2,1,1,1,0,1,1,2,2,-6.069,-2.1832,0.998144,0.9884,0.813749,"Q5ZL23","Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Gallus gallus GN=APBB1IP PE=2 SV=1             "
"1711","m.37027",210,0,1,0,0,0,0,0,0,0,1,-6.317,-2.502,0.998272,0.991868,0.752517,"5727018","Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_233315 PE=4 SV=1                     "
"1712","m.37151",120,0,1,0,0,0,0,0,0,0,2,-5.057,-1.4282,0.99997,0.95015,0.867553,"P61222","ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1                 "
"1713","m.37180",248,0,0,1,1,4,0,1,1,3,0,-4.626,-1.2828,0.999981,0.926061,0.870903,NA,NA
"1714","m.37188",283,1,1,0,0,0,0,0,0,1,0,-5.728,-2.0829,0.998622,0.986761,0.826467,"Q21313","Laminin-like protein epi-1 OS=Caenorhabditis elegans GN=epi-1 PE=1 SV=1                    "
"1715","m.3719",533,0,1,0,0,0,0,1,1,0,0,-7.618,-2.963,0.898796,0.983274,0.594403,"Q6DF34","Protein APCDD1 OS=Xenopus tropicalis GN=apcdd1 PE=2 SV=1                     "
"1716","m.3720",243,1,1,0,0,0,1,0,1,1,0,-7.064,-3.3786,0.734723,0.95947,0.394092,"O31826","Putative acyl-CoA synthetase YngI OS=Bacillus subtilis (strain 168) GN=yngI PE=3 SV=1                 "
"1717","m.3723",105,2,2,1,0,2,1,2,2,1,2,-8.032,-3.3236,0.759934,0.962858,0.42268,NA,NA
"1718","m.37396",133,7,5,3,7,5,5,5,4,6,6,-5.455,-1.6678,0.999999,0.972205,0.858619,"A2AVA0","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Mus musculus GN=Svep1 PE=1 SV=1                           "
"1719","m.3747",251,1,1,1,1,2,2,1,2,2,2,-4.921,-2.0993,0.998515,0.987064,0.824552,"3685111","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88391 PE=4 SV=1                    "
"1720","m.37474",159,21,14,5,8,12,10,6,11,6,11,-3.615,-3.1085,0.846756,0.975718,0.52932,NA,NA
"1721","m.3760",164,2,1,0,1,1,0,1,1,1,2,-5.506,-2.0849,0.9986,0.986799,0.826236,"P72745","Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1              "
"1722","m.37637",179,11,12,5,1,10,2,3,5,11,12,-4.437,-3.129,0.839045,0.97455,0.519643,"Q8BHP7","Olfactomedin-like protein 2A OS=Mus musculus GN=Olfml2a PE=1 SV=1                    "
"1723","m.37732",163,1,1,0,0,1,1,0,0,1,0,-5.751,-2.2212,0.998252,0.988913,0.808249,"4938167","Putative late embryogenesis protein (Fragment) OS=Stylophora pistillata GN=g11651 PE=4 SV=1                  "
"1724","m.37753",190,0,0,0,0,0,0,0,0,0,1,-7.984,-2.5645,0.994087,0.992134,0.735895,"P11845","Protein phosphatase inhibitor 2 OS=Oryctolagus cuniculus GN=PPP1R2 PE=1 SV=3                   "
"1725","m.3779",703,1,3,0,0,0,0,0,0,0,0,-8.214,-2.5207,0.997325,0.991977,0.747714,"Q54F23","Maestro heat-like repeat-containing protein family member 1 OS=Dictyostelium discoideum GN=mroh1 PE=4 SV=1                "
"1726","m.37794",114,0,0,0,0,0,0,0,0,1,1,-6.228,-2.3465,0.999636,0.990406,0.786954,"Q91W45","Polyadenylate-binding protein-interacting protein 2B OS=Mus musculus GN=Paip2b PE=2 SV=2                   "
"1727","m.378",200,13,12,11,14,12,7,14,11,14,13,-3.002,-1.9381,0.998515,0.983387,0.840922,"Q4R4J0","Rho GDP-dissociation inhibitor 1 OS=Macaca fascicularis GN=ARHGDIA PE=2 SV=1                   "
"1728","m.37819",132,0,1,0,0,0,0,0,0,0,0,-5.85,-2.8651,0.930667,0.987306,0.6344,"Q92824","Proprotein convertase subtilisin/kexin type 5 OS=Homo sapiens GN=PCSK5 PE=1 SV=4                  "
"1729","m.37833",126,7,9,5,5,8,6,7,6,7,8,-5.717,-2.5622,0.994297,0.99213,0.736535,"P70010","Nucleoside diphosphate kinase A1 OS=Xenopus laevis PE=2 SV=1                    "
"1730","m.37897",102,0,1,0,1,1,1,1,0,0,0,-6.105,-2.4147,1,0.99113,0.773032,NA,NA
"1731","m.37919",181,0,1,0,1,1,1,1,0,1,1,-6.673,-2.6724,0.979343,0.991727,0.703425,NA,NA
"1732","m.37922",139,3,3,2,1,2,1,2,1,2,2,-6.882,-2.2527,0.998476,0.98931,0.803372,"Q95108","Thioredoxin mitochondrial OS=Bos taurus GN=TXN2 PE=1 SV=2                           "
"1733","m.37924",103,1,0,0,0,0,0,0,0,0,0,-7.117,-2.5505,0.995284,0.9921,0.739759,"P98160","Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4                "
"1734","m.37941",99,0,0,0,0,1,0,0,1,1,0,-5.282,-2.1803,0.998159,0.988359,0.814152,NA,NA
"1735","m.37962",437,3,3,1,2,2,0,0,1,4,3,-7.398,-3.7335,0.513606,0.93762,0.216944,NA,NA
"1736","m.37963",226,2,1,2,2,2,2,2,2,1,2,-8.247,-2.7976,0.95038,0.989422,0.660096,"Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2                 "
"1737","m.38034",178,1,1,1,1,1,0,0,0,1,1,-4.82,-1.6715,0.999998,0.972435,0.858439,"C8YR32","Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1                  "
"1738","m.38037",198,8,10,8,10,10,6,10,11,10,10,-4.846,-2.8304,0.941087,0.988467,0.647806,"P59024","Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus GN=Fkbp14 PE=2 SV=1                   "
"1739","m.38038",462,13,11,6,7,7,3,6,10,7,10,-4.541,-2.5209,0.997313,0.991978,0.747662,"3273074","Predicted protein OS=Nematostella vectensis GN=v1g241995 PE=4 SV=1                     "
"1740","m.38041",516,4,4,8,10,9,5,5,2,14,12,-2.507,-1.0628,0.999922,0.860109,0.874012,NA,NA
"1741","m.38073",190,3,3,3,3,4,3,2,3,4,3,-6.501,-2.2639,0.998584,0.989447,0.801565,"P32084","Uncharacterized HIT-like protein Synpcc7942_1390 OS=Synechococcus elongatus (strain PCC 7942) GN=Synpcc7942_1390 PE=4 SV=1                "
"1742","m.3808",609,31,24,20,24,21,12,22,26,27,25,-7.562,-5.4156,0.001783,0.889237,0.000164,"Q7Z408","CUB and sushi domain-containing protein 2 OS=Homo sapiens GN=CSMD2 PE=1 SV=2                 "
"1743","m.38108",101,0,0,0,0,1,0,0,0,2,0,-5.48,-2.0673,0.998709,0.986459,0.828232,"3884818","Galaxin-like 1 OS=Acropora millepora PE=2 SV=1                      "
"1744","m.3817",410,1,1,1,2,1,0,1,1,1,1,-6.174,-2.3597,0.999794,0.990552,0.784397,"Q96QG7","Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1                    "
"1745","m.38264",113,1,1,1,2,1,1,1,0,1,2,-6.603,-1.3907,0.999998,0.94496,0.868541,"Q9CPQ3","Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus GN=Tomm22 PE=2 SV=3                 "
"1746","m.3827",229,0,0,0,0,0,0,0,1,1,1,-7.318,-2.2796,0.998737,0.989635,0.798965,"3274269","Predicted protein OS=Nematostella vectensis GN=v1g242688 PE=4 SV=1                     "
"1747","m.38282",359,5,4,5,6,5,4,6,4,7,5,-7.163,-3.119,0.842818,0.975122,0.524378,NA,NA
"1748","m.3835",317,0,1,1,1,0,0,1,1,2,1,-7.351,-2.8997,0.919768,0.986002,0.620627,NA,NA
"1749","m.38396",326,0,0,1,1,1,0,0,1,0,0,-7.01,-3.1404,0.834715,0.973892,0.51421,"Q5C9L6","(S)-coclaurine N-methyltransferase OS=Thalictrum flavum subsp. glaucum PE=1 SV=1                    "
"1750","m.384",422,107,106,85,101,86,71,96,92,95,101,-0.208,-0.2895,0.570406,0.234029,0.876034,"D3ZAT9","Failed axon connections homolog OS=Rattus norvegicus GN=Faxc PE=3 SV=1                   "
"1751","m.38421",218,1,0,0,1,1,0,1,1,1,1,-4.869,-2.2967,0.998972,0.989837,0.796041,"D3ZJP6","Unconventional myosin-X OS=Rattus norvegicus GN=Myo10 PE=1 SV=1                     "
"1752","m.3844",610,69,73,33,42,60,24,48,54,61,61,-5.39,-6.2199,8e-06,0.883156,0,"4941204","Putative flagellar-associated protein (Fragment) OS=Stylophora pistillata PE=4 SV=1                    "
"1753","m.38468",195,4,4,1,3,4,1,2,4,4,3,-4.374,-2.3107,0.999135,0.989999,0.793574,NA,NA
"1754","m.38478",153,1,1,0,1,1,0,1,1,1,1,-6.915,-2.3522,0.999694,0.990469,0.785858,"Q23979","Myosin-IB OS=Drosophila melanogaster GN=Myo61F PE=1 SV=3 /                     "
"1755","m.38537",209,1,1,0,0,1,1,1,0,1,1,-3.817,-1.0589,0.99999,0.858483,0.874051,"A7RWC9","Inosine triphosphate pyrophosphatase OS=Nematostella vectensis GN=v1g163483 PE=3 SV=1                    "
"1756","m.38555",178,1,2,0,0,1,0,0,0,2,1,-5.881,-2.2249,0.998247,0.988961,0.807691,"Q5RCG9","Prefoldin subunit 3 OS=Pongo abelii GN=VBP1 PE=2 SV=1                    "
"1757","m.38571",236,1,2,1,0,1,0,1,1,1,1,-9.04,-2.8773,0.926874,0.986862,0.62959,NA,NA
"1758","m.386",335,6,8,1,3,7,2,2,3,10,6,-4.271,-1.8767,0.997919,0.981579,0.845862,"Q26636","Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1                      "
"1759","m.3861",463,1,2,0,1,1,0,0,0,1,2,-6.054,-2.5967,0.990731,0.992144,0.726699,"P52757","Beta-chimaerin OS=Homo sapiens GN=CHN2 PE=1 SV=2                      "
"1760","m.38627",122,0,0,0,0,1,0,0,1,0,0,-6.192,-3.0087,0.882973,0.981068,0.574666,"P28023","Dynactin subunit 1 OS=Rattus norvegicus GN=Dctn1 PE=1 SV=2                    "
"1761","m.38633",275,12,12,8,10,12,4,11,12,14,14,-2.006,-1.02,0.999915,0.841168,0.874416,"P79896","Alcohol dehydrogenase class-3 OS=Sparus aurata PE=2 SV=1                     "
"1762","m.38692",194,1,0,0,0,3,1,0,0,3,3,-6.987,-3.2081,0.80834,0.969895,0.481247,"P46436","Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3                    "
"1763","m.3871",422,0,0,1,4,1,0,1,2,2,1,-5.186,-2.047,0.998808,0.986043,0.83045,"O43854","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1               "
"1764","m.3872",704,3,4,1,2,3,2,2,2,3,3,-6.365,-2.7439,0.964199,0.990671,0.67939,"O16025","Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1                    "
"1765","m.38847",116,4,2,0,1,1,0,1,1,0,1,-7.205,-2.8069,0.947803,0.989166,0.656649,"3282233","Predicted protein OS=Nematostella vectensis GN=v1g247043 PE=4 SV=1                     "
"1766","m.39",352,0,0,0,0,0,1,0,1,0,1,-6.463,-2.3486,0.999665,0.990429,0.786552,"3277886","Predicted protein OS=Nematostella vectensis GN=v1g244685 PE=4 SV=1                     "
"1767","m.3914",142,4,5,2,3,3,3,3,3,2,3,-4.576,-1.9322,0.998468,0.983223,0.841425,"P45878","Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1                   "
"1768","m.392",136,23,23,19,21,20,15,19,22,20,20,-1.936,-1.2374,0.999948,0.915941,0.871711,NA,NA
"1769","m.3922",691,3,0,0,0,0,2,0,0,0,0,-8.434,-2.5381,0.996209,0.992057,0.743114,"P24043","Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4                    "
"1770","m.3929",668,2,2,0,0,1,1,0,0,1,1,-7.254,-2.8839,0.924811,0.986615,0.626966,"P11533","Dystrophin OS=Gallus gallus GN=DMD PE=2 SV=1                      "
"1771","m.3936",244,4,8,2,3,4,3,3,3,5,6,-5.613,-1.9601,0.998692,0.98398,0.83899,"Q3T0Z7","Dihydropteridine reductase OS=Bos taurus GN=QDPR PE=2 SV=1                     "
"1772","m.3942",152,1,2,0,1,1,0,1,1,0,0,-6.054,-2.0345,0.998841,0.985774,0.831772,NA,NA
"1773","m.395",594,6,3,4,7,7,2,4,3,7,6,-6.143,-1.9944,0.998858,0.984849,0.835797,"P35565","Calnexin OS=Rattus norvegicus GN=Canx PE=1 SV=1                      "
"1774","m.3953",259,2,3,1,2,4,3,1,2,3,3,-7.542,-1.9355,0.998488,0.983315,0.841144,"Q8TCB0","Interferon-induced protein 44 OS=Homo sapiens GN=IFI44 PE=2 SV=2                    "
"1775","m.3958",820,0,0,0,0,1,0,0,1,1,1,-6.401,-1.8827,0.997959,0.981766,0.845408,"O75175","CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1                  "
"1776","m.3970",459,2,2,1,1,3,0,0,0,4,2,-6.813,-2.927,0.910885,0.984877,0.609478,"Q2KIH7","Phenylalanine-4-hydroxylase OS=Bos taurus GN=PAH PE=2 SV=1                      "
"1777","m.3978",582,10,12,3,4,6,5,3,5,10,8,-3.619,-1.4645,0.999989,0.954623,0.866506,"Q90687","Tyrosine-protein phosphatase non-receptor type 11 OS=Gallus gallus GN=PTPN11 PE=2 SV=1                  "
"1778","m.3981",180,2,2,3,4,5,1,6,6,2,5,-4.613,-2.7995,0.949856,0.98937,0.659394,"3346723","Predicted protein OS=Monosiga brevicollis GN=29577 PE=4 SV=1                     "
"1779","m.3982",105,1,1,0,0,0,0,0,0,0,0,-5.752,-2.327,0.999385,0.990186,0.790616,"3287787","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g248822 PE=4 SV=1                    "
"1780","m.3991",359,4,2,1,1,2,1,1,1,2,1,-6.3,-2.1711,0.998159,0.988226,0.815417,"Q13884","Beta-1-syntrophin OS=Homo sapiens GN=SNTB1 PE=1 SV=3                      "
"1781","m.4",1370,33,50,6,8,31,26,5,5,45,28,-5.392,-1.6731,0.999998,0.972534,0.85836,"P19615","Major yolk protein OS=Strongylocentrotus purpuratus PE=1 SV=2                     "
"1782","m.401",181,14,15,12,12,17,7,14,14,16,13,-7.036,-3.5431,0.646041,0.949345,0.308544,"Q61LA8","ADP-ribosylation factor 1-like 2 OS=Caenorhabditis briggsae GN=arf-1.2 PE=3 SV=3                   "
"1783","m.4019",977,0,0,0,0,1,0,0,0,0,0,-8.557,-3.0851,0.855442,0.977026,0.540219,"Q8BLA8","Transient receptor potential cation channel subfamily A member 1 OS=Mus musculus GN=Trpa1 PE=1 SV=1              "
"1784","m.4026",349,2,3,3,5,2,2,4,3,4,3,-6.804,-2.9335,0.908727,0.984597,0.606787,"4941030","Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1                   "
"1785","m.405",356,1,2,0,0,2,1,1,0,4,3,-5.591,-1.6366,0.999999,0.970157,0.860083,"Q6TUG0","DnaJ homolog subfamily B member 11 OS=Rattus norvegicus GN=Dnajb11 PE=2 SV=1                 "
"1786","m.408",537,4,2,1,2,3,2,1,2,3,3,-5.056,-1.8481,0.997727,0.980649,0.847952,"O62742","Non-specific lipid-transfer protein OS=Oryctolagus cuniculus GN=SCP2 PE=1 SV=1                    "
"1787","m.4092",124,19,26,11,13,16,10,12,18,19,21,-3.075,-1.3164,0.999993,0.932658,0.870238,NA,NA
"1788","m.4094",218,0,1,1,1,1,1,1,0,1,1,-8.196,-3.7079,0.53281,0.939199,0.228437,"Q9WY68","Putative 1-aminocyclopropane-1-carboxylate deaminase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0225 PE=3 SV=1         "
"1789","m.4111",173,1,2,1,1,1,0,1,1,1,1,-4.934,-1.7591,0.998895,0.977194,0.853709,"A7RFA1","Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1                     "
"1790","m.4131",303,2,2,1,0,2,2,1,2,2,2,-6.718,-2.656,0.982231,0.991874,0.708661,"Q9NQ48","Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 PE=1 SV=1                 "
"1791","m.416",307,6,4,3,5,4,1,2,3,7,5,-4.955,-1.7936,0.998,0.978664,0.851602,"Q02978","Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3                   "
"1792","m.4166",132,0,0,1,0,1,1,1,0,0,0,-7.391,-3.376,0.73595,0.95963,0.395449,"A7SM54","Ubiquitin-fold modifier-conjugating enzyme 1 OS=Nematostella vectensis GN=v1g214407 PE=3 SV=1                   "
"1793","m.4186",1024,1,3,0,0,1,0,0,0,0,1,-6.805,-2.6506,0.983131,0.991916,0.710362,"Q3UZV7","UPF0577 protein KIAA1324-like homolog OS=Mus musculus PE=2 SV=1                    "
"1794","m.4192",379,3,3,2,5,4,2,3,2,3,3,-6.678,-1.6808,0.999999,0.973004,0.857979,"P36993","Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1                    "
"1795","m.4199",411,1,2,0,1,1,1,2,2,3,3,-8.015,-3.2208,0.803253,0.969132,0.474938,"4941030","Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1                   "
"1796","m.4212",929,16,22,14,11,18,11,13,13,27,22,-3.664,-2.8142,0.945737,0.988956,0.653923,"Q6GNL7","Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Xenopus laevis GN=aldh1l1 PE=2 SV=1                    "
"1797","m.4224",397,7,9,4,8,12,3,7,6,11,7,-9.159,-3.1377,0.835743,0.974049,0.5155,"P50580","Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3                    "
"1798","m.4229",273,4,7,2,5,5,3,3,4,5,4,-5.159,-2.4696,0.999404,0.991631,0.760495,"P23709","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 mitochondrial OS=Bos taurus GN=NDUFS3 PE=1 SV=1                           "
"1799","m.423",229,10,8,8,9,9,7,7,8,9,9,-4.446,-2.4509,0.999784,0.991472,0.764903,"Q6P8Y1","Calcyphosin-like protein OS=Mus musculus GN=Capsl PE=2 SV=4                     "
"1800","m.4233",452,4,3,1,1,2,0,1,1,2,3,-7.224,-2.3549,0.999722,0.990499,0.785334,"A7SMW7","L-2-hydroxyglutarate dehydrogenase mitochondrial OS=Nematostella vectensis GN=v1g172254 PE=3 SV=1                           "
"1801","m.4250",288,21,22,15,18,20,15,20,23,20,19,-4.116,-3.4975,0.672999,0.952148,0.332018,"P07751","Spectrin alpha chain non-erythrocytic 1 OS=Gallus gallus GN=SPTAN1 PE=1 SV=3                           "
"1802","m.426",811,1,2,5,12,11,6,9,11,7,10,-4.725,-2.2179,0.998233,0.98887,0.808743,"Q80T79","CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3                 "
"1803","m.4268",630,0,1,0,0,1,0,0,0,2,2,-7.884,-3.0098,0.882588,0.981012,0.574183,"Q8N2E2","von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4               "
"1804","m.427",250,0,0,1,3,3,1,1,1,2,2,-7.317,-2.5891,0.991588,0.99215,0.728908,"Q6PDJ1","VWFA and cache domain-containing protein 1 OS=Mus musculus GN=Cachd1 PE=2 SV=1                 "
"1805","m.4279",306,1,3,0,0,0,0,0,0,1,0,-6.929,-2.9698,0.896483,0.982958,0.591508,"A7MB74","Serine/threonine-protein kinase Sgk1 OS=Bos taurus GN=SGK1 PE=2 SV=1                    "
"1806","m.428",332,3,3,2,3,3,0,0,2,5,4,-8.049,-2.8371,0.939114,0.988255,0.64525,"Q99020","Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus GN=Hnrnpab PE=1 SV=1                   "
"1807","m.429",369,1,1,0,0,0,0,0,0,0,0,-6.412,-2.4192,1,0.991175,0.77205,"Q06725","Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1               "
