"","PROTID","PROTLEN","DEFLINE","FSW1","FSW2","FSW3","LIP1","LIP2","LIP3","LIP4","LBP1","LBP2","MIP1","MIP2","MIP3","MIP4","MBP1","MBP2","MBP3","MBP4","HIP1","HIP2","HBP1","HBP2","HBP3","HBP4"
"2168","m.38037",198,"Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus GN=Fkbp14 PE=2 SV=1",8.33333333333333,9.5,12,5,6,13.5,6,10.5,10,9.5,9.5,10.5,6.5,9.5,6,9,6.5,10,11,8,10,14.5,6
"2169","m.38038",462,"Predicted protein OS=Nematostella vectensis GN=v1g241995 PE=4 SV=1",12.6666666666667,11,0,2.5,3,1,1,9.5,7,6.5,9.5,2.5,1,7,3,0,0,6,9.5,6,7,1,2
"2170","m.38041",516,"m.38041",3.66666666666667,4,4.5,0.5,4.5,3,4,16.5,7,14,11.5,3,4,8.5,5,1.5,4,4.5,1.5,8,10,1.5,2
"2171","m.38073",190,"Uncharacterized HIT-like protein Synpcc7942_1390 OS=Synechococcus elongatus (strain PCC 7942) GN=Synpcc7942_1390 PE=4 SV=1",3,2.5,5,1.5,2,3,2,2.5,3,3.5,2.5,5,2.5,3.5,3,3.5,1.5,2,2.5,3,3,5,3
"2172","m.3808",609,"CUB and sushi domain-containing protein 2 OS=Homo sapiens GN=CSMD2 PE=1 SV=2",31,24,22.5,13.5,20,27.5,15.5,25,24,27,25,29,20,21,12,19.5,10.5,22,26,19.5,24,30,19.5
"2173","m.38108",101,"Galaxin-like 1 OS=Acropora millepora PE=2 SV=1",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"2174","m.38166",122,"m.38166",0,0,1,0,0,2,0,0,0,0,0,0.5,1,0,0,2,0,0,0,0,0,2,0.5
"2175","m.3817",410,"Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1",1.33333333333333,0.5,0,0,0.5,1,0,0.5,0.5,1,1,0.5,0.5,1,0,0,0,1,1,0.5,2,1,0
"2176","m.38187",122,"CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2",0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1
"2177","m.38264",113,"Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus GN=Tomm22 PE=2 SV=3",1,1,0,0,1,0,0,1.5,1,1,1.5,0,0,1,0.5,0,0,0.5,0,0.5,2,0,0
"2178","m.3827",229,"Predicted protein OS=Nematostella vectensis GN=v1g242688 PE=4 SV=1",0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0
"2179","m.38282",359,"m.38282",4.66666666666667,4,3,3.5,5,2,2,6.5,6.5,6.5,4.5,3.5,2.5,4.5,4,1,2.5,5.5,4,4.5,6,2.5,1.5
"2180","m.38315",119,"m.38315",0,0,1,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
"2181","m.3835",317,"m.3835",0,0.5,0,0,0,0,0,0.5,0,2,0.5,0,0,0,0,0,0,1,0.5,1,1,0,0
"2182","m.38396",326,"(S)-coclaurine N-methyltransferase OS=Thalictrum flavum subsp. glaucum PE=1 SV=1",0.333333333333333,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,0.5,1,0,0
"2183","m.384",422,"Failed axon connections homolog OS=Rattus norvegicus GN=Faxc PE=3 SV=1",107.333333333333,105.5,62.5,73,100,75,48.5,102,93,94.5,101,56,55,86,70.5,63.5,44.5,95.5,92,84.5,101,77.5,44.5
"2184","m.38400",158,"m.38400",0,0,0.5,0,0,1.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1,0.5
"2185","m.38421",218,"Unconventional myosin-X OS=Rattus norvegicus GN=Myo10 PE=1 SV=1",0.666666666666667,0,0,0,1,0,0,1.5,1,0.5,1,0,0,1,0,0,0,0.5,0.5,0,1,0,0
"2186","m.3844",610,"Putative flagellar-associated protein (Fragment) OS=Stylophora pistillata PE=4 SV=1",69.3333333333333,73,38,19,32,39,29.5,72.5,66.5,61,61,43,33.5,59.5,23.5,31,22,47.5,53.5,33,42,34.5,27
"2187","m.38468",195,"m.38468",4.33333333333333,4,0,2.5,2.5,0,0,2.5,4.5,4,3,0,0,4,0.5,0,0,2,3.5,0.5,3,0,0
"2188","m.38478",153,"Myosin-IB OS=Drosophila melanogaster GN=Myo61F PE=1 SV=3",1,0.5,0.5,1.5,1,0.5,0,1.5,2,1,0.5,0.5,0,1,0,0,0,0.5,0.5,0,1,0.5,0
"2189","m.3848",241,"m.3848",0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.5,0
"2190","m.38525",104,"Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1",0,0,0.5,0,0,2.5,1,0,0,0,0,1,1,0,0,1.5,0.5,0,0,0,0,3,0.5
"2191","m.38537",209,"Inosine triphosphate pyrophosphatase OS=Nematostella vectensis GN=v1g163483 PE=3 SV=1",1.33333333333333,1,1.5,0,1,1.5,1.5,1.5,1,1,1,1,1,1,0.5,1.5,1,0.5,0,0,0,1,1.5
"2192","m.38555",178,"Prefoldin subunit 3 OS=Pongo abelii GN=VBP1 PE=2 SV=1",1,2,0,1,1.5,1,1.5,1.5,1.5,1.5,0.5,2,0,0.5,0,1,0,0,0,0,0,0.5,0.5
"2193","m.38571",236,"m.38571",1,2,1,0.5,1,0,2.5,2.5,0.5,1,0.5,0,1.5,0.5,0,0,0,0.5,1,0.5,0,0,1.5
"2194","m.386",335,"Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1",5.66666666666667,7.5,4,4,6.5,5,2.5,10,7.5,10,5.5,4.5,3,7,2,3,3,1.5,2.5,1,3,5,3
"2195","m.3861",463,"Beta-chimaerin OS=Homo sapiens GN=CHN2 PE=1 SV=2",0.666666666666667,1.5,0.5,0,1,1.5,0,1.5,1,0.5,1.5,1,0,1,0,0.5,0.5,0,0,0,1,0,1
"2196","m.38627",122,"Dynactin subunit 1 OS=Rattus norvegicus GN=Dctn1 PE=1 SV=2",0,0,0,0,0,1,0.5,0,0,0,0,1,0,0.5,0,1.5,0,0,0.5,0,0,0.5,0.5
"2197","m.38633",275,"Alcohol dehydrogenase class-3 OS=Sparus aurata PE=2 SV=1",12,11.5,5.5,4,10.5,5.5,6,10.5,12.5,14,13.5,6.5,4.5,11.5,4,4,3,11,11.5,8,10,5.5,5
"2198","m.38685",106,"Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2199","m.38692",194,"Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3",1.33333333333333,0,1.5,0,1.5,1,3,1,2,2.5,2.5,1,2,2.5,0.5,1,1.5,0,0,0,0,0.5,1
"2200","m.3871",422,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 PE=1 SV=1",0.333333333333333,0,0,1,1,0,0,1.5,0,1.5,0.5,0,0,1,0,0,0,0.5,1.5,1,4,0,0
"2201","m.3872",704,"Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1",3,3.5,1,1,2.5,3,0,4,4.5,3,3,1,0,2.5,1.5,2,0,1.5,2,1,2,2.5,1.5
"2202","m.38787",130,"Polyamine-modulated factor 1-binding protein 1 OS=Crassostrea gigas GN=CGI_10023704 PE=4 SV=1",0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"2203","m.38797",138,"Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3",0,0,0.5,0,0,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,1.5,0
"2204","m.38847",116,"Predicted protein OS=Nematostella vectensis GN=v1g247043 PE=4 SV=1",4.33333333333333,2,0.5,0,1.5,0,0,2,0.5,0,0.5,0,1.5,1,0,0,1,0.5,0.5,0,1,0,2
"2205","m.38848",117,"m.38848",0,0,1.5,0,0,2.5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2.5,0.5
"2206","m.39",352,"Predicted protein OS=Nematostella vectensis GN=v1g244685 PE=4 SV=1",0,0,0,1,1.5,0,0,2,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0
"2207","m.3912",229,"m.3912",0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"2208","m.3914",142,"Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1",4.33333333333333,4.5,4.5,3,4.5,4,2.5,4,3,2,3,4,3,3,3,2.5,1.5,2.5,3,2,3,5.5,4
"2209","m.392",136,"m.392",23.3333333333333,23,5.5,20,25,10.5,7,24,22,19.5,19.5,12.5,8.5,20,15,3.5,5.5,19,21.5,19,21,9,10
"2210","m.3922",691,"Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4",2.66666666666667,0,0,0,2,0.5,1.5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0.5,0.5
"2211","m.3925",285,"X-linked retinitis pigmentosa GTPase regulator OS=Canis familiaris GN=RPGR PE=2 SV=1",0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2212","m.3929",668,"Dystrophin OS=Gallus gallus GN=DMD PE=2 SV=1",2.33333333333333,1.5,4.5,0,1.5,3.5,3,1.5,1,1,0.5,2.5,4,0.5,0.5,2.5,2,0,0,0,0,3.5,3.5
"2213","m.3936",244,"Dihydropteridine reductase OS=Bos taurus GN=QDPR PE=2 SV=1",4,8,8,3,5.5,7.5,4.5,7.5,6,5,5.5,5,6.5,4,3,3.5,3.5,3,2.5,2,3,5,5
"2214","m.3942",152,"m.3942",0.666666666666667,1.5,0,0,0,0,0,1.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,1,0,0
"2215","m.395",594,"Calnexin OS=Rattus norvegicus GN=Canx PE=1 SV=1",6.33333333333333,3,6.5,1,5,6.5,5,6,7,7,6,5,3.5,6.5,1.5,3,2,4,3,4,7,2.5,4.5
"2216","m.3953",259,"Interferon-induced protein 44 OS=Homo sapiens GN=IFI44 PE=2 SV=2",2,3,1,0,1.5,0,0,3,4.5,3,3,0.5,0.5,4,2.5,0,0,0.5,1.5,0.5,2,0.5,0.5
"2217","m.3958",820,"CCR4-NOT transcription complex subunit 3 OS=Homo sapiens GN=CNOT3 PE=1 SV=1",0.333333333333333,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,1,0,0,0,0,1,0,0,0,0
"2218","m.3970",459,"Phenylalanine-4-hydroxylase OS=Bos taurus GN=PAH PE=2 SV=1",1.66666666666667,2,3,0,2,0.5,0.5,2.5,2.5,4,1.5,0.5,2,2.5,0,0,0,0,0,0.5,1,2,2
"2219","m.3976",1422,"Cyclin-G-associated kinase OS=Rattus norvegicus GN=Gak PE=2 SV=1",0,0,0.5,0,0,2,0.5,0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0,1,0
"2220","m.3978",582,"Tyrosine-protein phosphatase non-receptor type 11 OS=Gallus gallus GN=PTPN11 PE=2 SV=1",10,12,6,2.5,7.5,5,7,11.5,11.5,10,8,7,5,6,4.5,2.5,4,3,4.5,2.5,4,9.5,8.5
"2221","m.3981",180,"Predicted protein OS=Monosiga brevicollis GN=29577 PE=4 SV=1",2.33333333333333,2,1,0,1.5,0,0,4,4,2,4.5,2.5,2.5,5,1,1,2.5,5.5,5.5,3,4,1,2.5
"2222","m.3982",105,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g248822 PE=4 SV=1",0.666666666666667,1,0,0,1,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2223","m.3988",161,"Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"2224","m.399",137,"Predicted protein OS=Nematostella vectensis GN=v1g199281 PE=4 SV=1",0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2225","m.3991",359,"Beta-1-syntrophin OS=Homo sapiens GN=SNTB1 PE=1 SV=3",4,1.5,1.5,1.5,2.5,1.5,2,5,2,2,0.5,1,2,2,1,1,0.5,1,1,1,1,0,1
"2226","m.3993",710,"YTH domain-containing protein 1 OS=Homo sapiens GN=YTHDC1 PE=1 SV=3",0,0,1.5,0,0,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0
"2227","m.4",1370,"Major yolk protein OS=Strongylocentrotus purpuratus PE=1 SV=2",32.6666666666667,49.5,45.5,18,38.5,36,52.5,48,47,44.5,27.5,17,47,31,25.5,9,17.5,4.5,5,6,8,25.5,9
"2228","m.4004",580,"Tetratricopeptide repeat protein 25 OS=Xenopus laevis GN=ttc25 PE=2 SV=1",0,0,1.5,0,0,1.5,0,0,0,0,0,1,0,0,0,1,0.5,0,0,0,0,1.5,0
"2229","m.401",181,"ADP-ribosylation factor 1-like 2 OS=Caenorhabditis briggsae GN=arf-1.2 PE=3 SV=3",14,15,0,13,15,0,0,16,13.5,16,12.5,0,0,16.5,6.5,0,0,13.5,13.5,11.5,12,0,0
"2230","m.4010",258,"Uncharacterized protein OS=Oreochromis niloticus PE=4 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.5
"2231","m.4019",977,"Transient receptor potential cation channel subfamily A member 1 OS=Mus musculus GN=Trpa1 PE=1 SV=1",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"2232","m.4025",297,"Dimethylglycine dehydrogenase, mitochondrial OS=Mus musculus GN=Dmgdh PE=1 SV=1",0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"2233","m.4026",349,"Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1",2,3,2,4,4.5,0.5,1.5,3,2.5,4,3,1,2,1.5,2,1,2,3.5,2.5,3,5,1.5,2.5
"2234","m.405",356,"DnaJ homolog subfamily B member 11 OS=Rattus norvegicus GN=Dnajb11 PE=2 SV=1",1,1.5,2.5,0,2,5.5,1,2.5,2.5,3.5,3,2.5,1,2,1,2.5,1,1,0,0,0,3.5,3
"2235","m.406",119,"m.406",0,0,1,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1
"2236","m.408",537,"Non-specific lipid-transfer protein OS=Oryctolagus cuniculus GN=SCP2 PE=1 SV=1",3.66666666666667,2,1.5,0,4,0,0.5,3.5,3.5,3,2.5,0.5,2,2.5,2,0,0.5,1,1.5,0.5,2,0,2
"2237","m.4092",124,"m.4092",19.3333333333333,26,28.5,10.5,17,22,12.5,18,22,18.5,21,21.5,16.5,15.5,9.5,19,8,11.5,17.5,10.5,13,27,13.5
"2238","m.4094",218,"Putative 1-aminocyclopropane-1-carboxylate deaminase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0225 PE=3 SV=1",0.333333333333333,0.5,0,0,0,0,0,1,0,1,1,0,0,1,0.5,0,0,1,0,0.5,1,0,0
"2239","m.4111",173,"Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1",1.33333333333333,1.5,2,0,0.5,2.5,2,1.5,1,0.5,1,2.5,0.5,1,0,1,0.5,1,0.5,0.5,1,1.5,0.5
"2240","m.4131",303,"Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 PE=1 SV=1",2.33333333333333,1.5,1,2.5,1.5,2.5,0.5,2,1,1.5,1.5,2,0.5,2,1.5,1,1,0.5,1.5,1,0,1.5,1
"2241","m.416",307,"Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3",5.66666666666667,4,0,1,3.5,0,0,9.5,5,6.5,5,0,0,4,0.5,0,0,2,2.5,2.5,5,0,0
"2242","m.4166",132,"Ubiquitin-fold modifier-conjugating enzyme 1 OS=Nematostella vectensis GN=v1g214407 PE=3 SV=1",0,0,0,0,0.5,1.5,0.5,0.5,0.5,0,0,1,0,0.5,0.5,1,0,0.5,0,0.5,0,0.5,0
"2243","m.4186",1024,"UPF0577 protein KIAA1324-like homolog OS=Mus musculus PE=2 SV=1",0.666666666666667,2.5,0.5,0,0.5,2,1,1,1,0,1,1,0,0.5,0,0.5,0,0,0,0,0,0,0.5
"2244","m.4192",379,"Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1",3,3,3.5,1.5,5.5,3.5,1.5,4,3,2.5,3,2,3.5,3.5,2,1.5,1.5,3,2,2,5,3,1.5
"2245","m.4199",411,"Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1",1,2,0.5,0.5,1,0.5,0,1.5,1.5,3,2.5,0.5,1,1,0.5,0,0.5,2,1.5,0,1,0,0
"2246","m.4212",929,"Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Xenopus laevis GN=aldh1l1 PE=2 SV=1",16,21.5,12.5,10.5,17.5,17,8,21,18,27,22,12,9,18,10.5,10,4,13,13,14,11,16.5,9
"2247","m.4224",397,"Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3",7.33333333333333,8.5,3,2.5,9,3.5,2,9.5,12.5,11,7,2,4.5,11.5,3,3,2,6.5,6,3.5,8,1.5,4
"2248","m.4229",273,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Bos taurus GN=NDUFS3 PE=1 SV=1",3.66666666666667,6.5,3,0,1,3,2,6,2.5,5,4,1.5,2,5,2.5,1,0.5,3,4,2,5,2,3
"2249","m.423",229,"Calcyphosin-like protein OS=Mus musculus GN=Capsl PE=2 SV=4",9.66666666666667,8,5,7.5,9,3,3,8,9,8.5,8.5,3.5,3,8.5,6.5,2,2.5,6.5,8,8,9,3.5,3.5
"2250","m.4233",452,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Nematostella vectensis GN=v1g172254 PE=3 SV=1",3.66666666666667,2.5,0.5,1,1,1,0,2,3.5,2,2.5,1,0.5,2,0,0.5,0,1,1,0.5,1,0,1
"2251","m.4234",287,"m.4234",0,0,0,0,0,0.5,0,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0.5,1
"2252","m.4250",288,"Spectrin alpha chain, non-erythrocytic 1 OS=Gallus gallus GN=SPTAN1 PE=1 SV=3",21.3333333333333,21.5,11.5,13.5,17.5,12,10.5,18,22,19.5,19,11.5,9.5,19.5,14.5,12.5,9,19.5,23,14.5,18,13.5,9
"2253","m.426",811,"CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3",1,1.5,7,1,6,0.5,3,10.5,8.5,6.5,10,4.5,4.5,10.5,6,5.5,2.5,8.5,10.5,5,12,0.5,5.5
"2254","m.4268",630,"von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens GN=VWDE PE=2 SV=4",0,0.5,0,0,0,0,0,0.5,1,2,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"2255","m.427",250,"VWFA and cache domain-containing protein 1 OS=Mus musculus GN=Cachd1 PE=2 SV=1",0.333333333333333,0,0,0,2,0,0,1,2,1.5,1.5,0,0,3,1,0,0,1,0.5,1,3,0,0
"2256","m.4279",306,"Serine/threonine-protein kinase Sgk1 OS=Bos taurus GN=SGK1 PE=2 SV=1",1.33333333333333,2.5,0,0,1,1.5,0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"2257","m.428",332,"Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus GN=Hnrnpab PE=1 SV=1",2.66666666666667,2.5,1.5,3,3,3.5,0,4.5,3.5,4.5,3.5,3,1,3,0,1,0.5,0,1.5,2,3,3,0.5
"2258","m.4286",402,"m.4286",0,0,2,0,0,2,1.5,0,0,0,0,1,0.5,0,0,0.5,1,0,0,0,0,1.5,1
"2259","m.429",369,"Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1",1.33333333333333,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2260","m.43",257,"FAD-linked oxidoreductase DDB_G0289697 OS=Dictyostelium discoideum GN=DDB_G0289697 PE=2 SV=1",0,1,0.5,0,0.5,0.5,2.5,0.5,1.5,0,0,2,1.5,1.5,0,0,0.5,0,0,0,0,0.5,0
"2261","m.4301",728,"PC3-like endoprotease variant B OS=Hydra vulgaris PE=2 SV=1",0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5
"2262","m.4304",248,"Pathogenesis-related protein PRB1-2 OS=Hordeum vulgare PE=2 SV=1",2,2,0,0.5,1.5,0,0,1.5,2,1.5,1.5,0,0,1.5,0,0,0,0.5,1.5,0.5,1,0,0
"2263","m.4309",396,"Predicted protein OS=Nematostella vectensis GN=v1g197226 PE=4 SV=1",0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"2264","m.431",153,"Acyl carrier protein, mitochondrial OS=Pan troglodytes GN=NDUFAB1 PE=2 SV=1",1.66666666666667,1.5,0,0,0,0,0,2,1.5,1,1.5,0,0,1,0,0,0,0,0.5,0.5,0,0,0
"2265","m.4326",136,"Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2",3,2,7,1,1.5,6,1.5,1.5,3.5,3,2.5,5,3,2.5,1.5,3.5,1.5,1.5,3,2,2,7.5,3.5
"2266","m.4327",322,"Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1",5,4.5,1.5,0,2.5,1.5,1,6,4.5,1,2.5,2,2,0,2,0.5,0.5,2,2.5,0.5,2,1.5,2.5
"2267","m.4330",257,"UPF0676 protein C1494.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1494.01 PE=3 SV=2",1,1.5,1.5,0,2,0.5,1,1,1.5,0,1,1,0,0,0,0,0.5,0,0,0,1,2,0
"2268","m.4337",518,"CBL-interacting serine/threonine-protein kinase 18 OS=Arabidopsis thaliana GN=CIPK18 PE=1 SV=1",0.666666666666667,0.5,0.5,0,0.5,1,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5
"2269","m.4348",157,"Translocation protein SEC63 homolog OS=Pongo abelii GN=SEC63 PE=2 SV=1",0.333333333333333,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270","m.4353",392,"Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3",3.33333333333333,5,2.5,3,5,2.5,4,7,5.5,4.5,5.5,3,3,5.5,2.5,2.5,2.5,3,4.5,3,4,2.5,1.5
"2271","m.4356",640,"Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2",10.3333333333333,11.5,3,4.5,6,5.5,2.5,10.5,10,9,6.5,4,3,6.5,3.5,2,2,4.5,4.5,4.5,6,4,1.5
"2272","m.4358",403,"Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3",3.66666666666667,3,2,1,3,2,2.5,4,3.5,2.5,3,0.5,2,4,1.5,1,2.5,1.5,1,0,0,3,0.5
"2273","m.4359",370,"ATP-dependent RNA helicase DDX19A OS=Bos taurus GN=DDX19A PE=2 SV=1",0.666666666666667,0,0,0.5,1,0,0,1.5,1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,1,0,0
"2274","m.437",429,"Programmed cell death protein 4 OS=Gallus gallus GN=PDCD4 PE=2 SV=1",1.33333333333333,2,0.5,0,1,1.5,0,3,3.5,2.5,1,0,0,3,0.5,1,0,2.5,2.5,1,4,0,1
"2275","m.4371",294,"Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1",0.666666666666667,1,1.5,0,0.5,0,0,0,1.5,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0.5,1
"2276","m.4377",263,"Eukaryotic translation initiation factor 3 subunit J OS=Nematostella vectensis GN=v1g240395 PE=3 SV=1",1,2,0.5,0,0.5,0,0.5,2,2.5,2,1,0,1,0.5,0,0,0,0.5,1,0.5,1,0,0.5
"2277","m.4386",383,"RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1",5,6.5,2.5,1,4,3.5,2.5,5,4,2.5,3,1.5,2.5,3,0.5,1,0.5,1,0.5,1,1,3.5,2.5
"2278","m.4387",576,"m.4387",1,0,0,0.5,0.5,1,0,1,0,1.5,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5
"2279","m.4396",851,"Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4",0.666666666666667,1,1.5,0,1,0,0.5,2.5,1.5,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0
"2280","m.4397",158,"Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Nematostella vectensis GN=bloc1s2 PE=3 SV=1",0.333333333333333,0,1,0,1,1.5,0,1.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,1
"2281","m.44",328,"m.44",7,6.5,1.5,1,3,1.5,2,6.5,7,6.5,5,3,1,6.5,3,1.5,0.5,3.5,4.5,2,5,1,2.5
"2282","m.441",423,"Aspartate aminotransferase, cytoplasmic OS=Gallus gallus GN=GOT1 PE=1 SV=3",19,18,7.5,5.5,14.5,7,5.5,22,19,14,14,6,7.5,15,9.5,4,3.5,10.5,8,7.5,11,7,9
"2283","m.4410",132,"Probable phospholipid-transporting ATPase IA OS=Homo sapiens GN=ATP8A1 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1
"2284","m.4416",678,"Catenin alpha-2 OS=Pongo abelii GN=CTNNA2 PE=2 SV=3",1,2,0,1,2.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0.5,0,0,0,0,0
"2285","m.443",202,"Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2",3.33333333333333,3,0,2.5,2.5,0,0.5,2.5,1.5,2,2.5,1,0,1,0,0.5,0,1.5,2.5,1.5,2,0,0
"2286","m.444",342,"Usherin OS=Mus musculus GN=Ush2A PE=1 SV=2",0.333333333333333,1,0,3,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,2.5,0,1,0,0
"2287","m.4449",151,"m.4449",0,0.5,0,1,1.5,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"2288","m.4453",365,"Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1",1,2,1.5,0,1,3.5,1.5,2.5,3,3,2,2,1.5,2.5,1,1,0,1,2,1.5,3,2,1
"2289","m.449",162,"40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3",5,6.5,1,6,7,1.5,1.5,6,6.5,6.5,5,2.5,1.5,5.5,4.5,1,1,4,5,5,7,1.5,1
"2290","m.4498",185,"Acyl-coenzyme A synthetase ACSM3, mitochondrial OS=Pongo abelii GN=ACSM3 PE=2 SV=1",0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
