Protein,Len,WS1,WS2,WS3,WO1,WO2,WO3,LogFldChng-K28-K30vsK31-K33,Zstat-K28-K30vsK31-K33,fdr-K28-K30vsK31-K33,FDRup-K28-K30vsK31-K33,FDRdown-K28-K30vsK31-K33,DEFLINE
m.4337,518,1,0,4,1,1,0,-1.146,-1.5259,1,0.971785,0.794045,CBL-interacting serine/threonine-protein kinase 18 OS=Arabidopsis thaliana GN=CIPK18 PE=1 SV=1
m.4353,392,5,10,19,16,17,20,0.055,0.2549,1,1,0.895147,Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3
m.4354,296,0,0,1,0,0,0,-0.379,-0.444,0.539075,1,0.89107,RAC family serine/threonine-protein kinase homolog OS=Dictyostelium discoideum GN=pkbA PE=1 SV=1
m.4356,640,4,3,12,10,3,7,-0.327,-0.9885,1,0.877717,1,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2
m.4358,403,0,0,0,0,0,1,-0.439,-0.4883,0.53306,0.987423,0.917753,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
m.4359,370,0,0,1,0,0,0,-0.395,-0.4364,0.541128,1,0.888065,ATP-dependent RNA helicase DDX19A OS=Bos taurus GN=DDX19A PE=2 SV=1
m.4366,173,0,0,0,0,1,2,-0.08,-0.0949,1,1,0.828956,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.437,429,1,0,4,0,0,0,-1.183,-1.5859,1,0.978234,0.736038,Programmed cell death protein 4 OS=Gallus gallus GN=PDCD4 PE=2 SV=1
m.4371,294,0,0,0,0,0,0,-0.418,-0.4872,0.533089,0.987423,0.917754,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1
m.4377,263,0,0,0,0,0,0,-0.395,-0.4527,0.537097,1,0.897308,Eukaryotic translation initiation factor 3 subunit J OS=Nematostella vectensis GN=v1g240395 PE=3 SV=1
m.4379,145,0,0,0,1,0,0,-0.429,-0.5203,0.534935,0.961426,0.940707,Dynein light chain Tctex-type 1 OS=Homo sapiens GN=DYNLT1 PE=1 SV=1
m.4386,383,0,0,6,0,1,1,-1.524,-2.0096,1,1,0.374809,RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1
m.4387,576,0,0,8,2,0,1,-1.428,-2.2236,0.821602,0.999826,0.245968,m.4387
m.4396,851,0,0,0,0,0,0,-0.499,-0.6002,0.562856,0.913515,1,Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4
m.4397,158,1,0,0,0,0,0,-0.471,-0.5485,0.540934,0.942275,0.961595,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Nematostella vectensis GN=bloc1s2 PE=3 SV=1
m.44,328,0,0,6,6,2,1,-0.275,-0.5571,0.543587,0.936976,0.968145,m.44
m.441,423,62,58,92,104,90,108,-0.051,-0.6196,0.574906,0.904262,1,"Aspartate aminotransferase, cytoplasmic OS=Gallus gallus GN=GOT1 PE=1 SV=3"
m.4411,218,0,0,1,0,0,1,-0.433,-0.492,0.533008,0.982863,0.92141,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1"
m.4416,678,0,0,0,0,0,0,-0.357,-0.4192,0.54689,1,0.879489,Catenin alpha-2 OS=Pongo abelii GN=CTNNA2 PE=2 SV=3
m.443,202,0,0,0,0,0,0,-0.456,-0.5085,0.533635,0.971859,0.930851,Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2
m.444,342,0,2,1,1,7,1,0.51,0.802,1,0.708627,0.970245,Usherin OS=Mus musculus GN=Ush2A PE=1 SV=2
m.4449,151,0,0,0,0,0,0,-0.443,-0.5026,0.533254,0.976193,0.927023,m.4449
m.4452,223,0,0,1,0,0,2,-0.139,-0.1667,0.849463,1,0.824599,Liprin-beta-1 (Fragment) OS=Hydra vulgaris GN=PPFIBP1 PE=2 SV=1
m.4453,365,0,0,0,0,0,0,-0.34,-0.3771,0.567787,1,0.860959,Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1
m.449,162,3,2,16,14,11,13,0.199,0.775,1,0.738805,0.968224,40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3
m.450,995,0,0,1,10,0,6,1.4,2.1253,0.14429,0.02421,0.977013,Predicted protein OS=Nematostella vectensis GN=v1g242007 PE=4 SV=1
m.4503,441,0,0,0,0,0,0,-0.412,-0.4694,0.534394,1,0.905511,SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2
m.4511,317,0,0,0,0,0,0,-0.422,-0.5114,0.533887,0.969727,0.932789,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1
m.4533,744,2,0,3,1,0,0,-1.077,-1.421,1,0.957972,0.89804,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1"
m.454,722,0,0,0,1,2,0,-0.112,-0.1393,0.91311,1,0.8255,Dual specificity protein kinase shkB OS=Dictyostelium discoideum GN=shkB PE=3 SV=1
m.4541,228,2,0,2,5,0,1,-0.073,-0.1235,0.953045,1,0.826523,Abl interactor 1 OS=Rattus norvegicus GN=Abi1 PE=1 SV=3
m.4548,768,0,0,0,0,0,0,-0.401,-0.5017,0.533213,0.976193,0.927023,Uncharacterized protein C20orf194 OS=Homo sapiens GN=C20orf194 PE=1 SV=1
m.4556,530,0,0,0,0,0,0,-0.323,-0.3696,0.572564,1,0.857746,Probable G-protein coupled receptor 133 OS=Bos taurus GN=GPR133 PE=2 SV=1
m.4558,266,3,9,17,4,15,14,-0.253,-0.9692,1,0.874608,1,Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2
m.456,941,0,0,0,0,0,0,-0.306,-0.3653,0.575447,1,0.855694,SH3 and PX domain-containing protein 2A OS=Danio rerio GN=sh3pxd2a PE=3 SV=2
m.4567,294,0,0,0,0,0,0,-0.443,-0.507,0.533525,0.97186,0.93085,Lamin-B receptor OS=Gallus gallus GN=LBR PE=1 SV=1
m.4575,193,0,0,0,0,0,0,-0.498,-0.6169,0.573099,0.905519,1,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_08207 PE=4 SV=1
m.458,572,0,1,2,2,1,2,-0.225,-0.3062,0.626687,1,0.838408,Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2
m.459,339,13,16,19,25,7,5,-0.655,-3.0957,0.121869,0.981634,0.021137,Putative aminopeptidase W07G4.4 OS=Caenorhabditis elegans GN=W07G4.4 PE=1 SV=1
m.4593,1009,1,0,5,1,0,0,-1.388,-1.9029,1,0.997966,0.455137,Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Anopheles gambiae GN=Ca-P60A PE=3 SV=5
m.4597,352,0,0,1,0,0,1,-0.397,-0.4809,0.533365,0.992072,0.914167,Guanylate-binding protein 6 OS=Homo sapiens GN=GBP6 PE=2 SV=1
m.4598,220,1,2,1,1,3,1,-0.256,-0.3982,0.556087,1,0.869087,Uncharacterized protein YOL098C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL098C PE=1 SV=1
m.460,402,20,18,24,24,15,21,-0.403,-2.2134,0.834905,0.999949,0.251857,Sorting nexin-6 OS=Mus musculus GN=Snx6 PE=1 SV=2
m.4607,299,0,0,1,0,1,0,-0.342,-0.3938,0.558316,1,0.867874,Excitatory amino acid transporter 1 OS=Mus musculus GN=Slc1a3 PE=1 SV=2
m.461,891,1,1,10,9,1,3,-0.317,-0.7416,0.705443,0.868432,1,Deleted in malignant brain tumors 1 protein OS=Mus musculus GN=Dmbt1 PE=1 SV=2
m.4616,493,0,0,0,0,0,0,-0.424,-0.4695,0.534383,1,0.907208,Serine/threonine-protein kinase Sgk3 OS=Pongo abelii GN=SGK3 PE=2 SV=1
m.462,353,21,10,26,11,10,8,-1.074,-4.5084,0.000306,0.961032,0.000039,Guanine nucleotide-binding protein G(q) subunit alpha OS=Rattus norvegicus GN=Gnaq PE=1 SV=2
m.4637,291,30,26,10,11,27,55,-0.055,-0.3374,0.596876,1,0.846511,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Mus musculus GN=Enpp5 PE=2 SV=3
m.4641,249,11,9,4,3,22,2,-0.278,-0.983,1,0.876804,1,Poly(U)-specific endoribonuclease-B OS=Danio rerio GN=endoub PE=2 SV=1
m.4645,459,0,0,1,0,0,0,-0.471,-0.5302,0.536575,0.95544,0.946815,Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1
m.4653,228,0,0,0,0,1,2,-0.149,-0.1892,0.802422,1,0.824671,Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3
m.4654,211,0,0,5,0,3,1,-0.734,-1.2319,1,0.92474,1,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2
m.466,178,0,0,0,0,0,0,-0.41,-0.4715,0.53416,1,0.907207,m.466
m.4694,414,18,6,28,24,6,10,-0.655,-3.1869,0.091307,0.979753,0.015377,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3
m.47,1132,2,0,4,1,0,0,-1.382,-1.8853,1,0.997458,0.46834,Kinesin heavy chain OS=Doryteuthis pealeii PE=2 SV=1
m.471,360,0,0,0,0,0,0,-0.415,-0.4706,0.534261,1,0.907207,m.471
m.4710,301,0,0,0,0,0,0,-0.495,-0.6051,0.565696,0.910764,1,Glyoxal reductase OS=Bacillus subtilis (strain 168) GN=yvgN PE=1 SV=1
m.4719,628,0,0,1,1,0,0,-0.39,-0.4294,0.543285,1,0.883691,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3
m.4724,266,0,0,0,1,0,0,-0.396,-0.4508,0.5375,1,0.89572,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1
m.4728,213,0,0,5,36,0,0,1.403,3.2541,0.001764,0.000173,0.963273,ADP-ribosyl cyclase OS=Aplysia californica PE=1 SV=1
m.473,628,0,0,5,2,1,4,-0.448,-0.7796,0.768278,0.864262,1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Pongo abelii GN=RPN2 PE=2 SV=1
m.4733,390,7,0,8,12,7,16,0.399,1.2702,1,0.292554,0.985928,Interferon-inducible GTPase 5 OS=Homo sapiens GN=IRGC PE=2 SV=1
m.474,402,0,0,0,2,1,0,-0.137,-0.1639,0.855644,1,0.824641,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Mus musculus GN=Lipa PE=2 SV=2
m.4747,349,19,23,17,32,25,27,-0.023,-0.1379,0.916554,1,0.825644,Guanine nucleotide-binding protein subunit beta OS=Loligo forbesi PE=2 SV=1
m.4759,223,10,10,13,14,14,16,-0.115,-0.5061,0.533458,0.97186,0.93085,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2
m.4763,224,0,1,0,0,0,1,-0.508,-0.5731,0.54956,0.928592,0.979329,Tenascin C (Fragment) OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01083 PE=4 SV=1
m.4780,193,0,0,0,0,0,0,-0.412,-0.4587,0.535964,1,0.900535,TNF receptor-associated factor 6 OS=Bos taurus GN=TRAF6 PE=2 SV=1
m.4781,617,21,11,75,90,67,61,0.325,2.7415,0.01659,0.002076,0.968163,V-type proton ATPase catalytic subunit A isoform 2 OS=Drosophila melanogaster GN=Vha68-2 PE=1 SV=2
m.4790,759,0,0,0,0,0,0,-0.535,-0.6127,0.570369,0.9068,1,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.4796,175,0,0,0,0,0,0,-0.309,-0.326,0.60703,1,0.843327,Histamine N-methyltransferase OS=Xenopus tropicalis GN=hnmt PE=2 SV=1
m.480,183,0,0,0,0,0,0,-0.374,-0.4512,0.537415,1,0.89572,Fas apoptotic inhibitory molecule 1 OS=Rattus norvegicus GN=Faim PE=2 SV=1
m.4800,312,0,0,0,0,0,0,-0.436,-0.5262,0.535852,0.957413,0.944763,m.4800
m.4805,113,0,0,0,0,0,0,-0.511,-0.5769,0.551185,0.925402,0.983885,Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4
m.4808,367,0,0,0,0,0,0,-0.246,-0.3008,0.632506,1,0.837151,Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1
m.481,1150,0,0,11,2,3,4,-0.757,-1.6798,1,0.98666,0.645164,Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2
m.4811,467,0,0,0,0,0,1,-0.489,-0.5957,0.560363,0.914925,1,Tyrosine-protein kinase Fer OS=Homo sapiens GN=FER PE=1 SV=2
m.4827,132,0,1,0,0,0,1,-0.391,-0.4422,0.539537,1,0.891072,Predicted protein OS=Nematostella vectensis GN=v1g236282 PE=4 SV=1
m.4833,106,0,0,0,0,0,0,-0.382,-0.4185,0.547158,1,0.878121,Follistatin (Fragment) OS=Nematostella vectensis PE=2 SV=1
m.4845,303,0,0,0,0,0,0,-0.434,-0.5355,0.53766,0.951564,0.950964,Predicted protein OS=Nematostella vectensis GN=v1g238573 PE=4 SV=1
m.4855,1250,0,0,0,0,0,0,-0.392,-0.4426,0.539434,1,0.891071,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3
m.4859,396,0,0,0,0,0,0,-0.424,-0.5058,0.533437,0.974015,0.928929,m.4859
m.4863,154,0,0,0,0,0,1,-0.447,-0.5472,0.540568,0.944086,0.959441,Transducin-like enhancer protein 3 OS=Rattus norvegicus GN=Tle3 PE=2 SV=1
m.4865,531,13,6,14,14,6,7,-0.588,-2.1931,0.862032,1,0.262398,Cdc42-interacting protein 4 homolog OS=Danio rerio GN=trip10 PE=2 SV=1
m.4876,497,21,16,47,58,16,37,-0.116,-0.7938,0.794807,0.863314,1,m.4876
m.4878,331,177,96,137,288,198,226,0.154,2.3995,0.059411,0.008712,0.97262,"Malate dehydrogenase, cytoplasmic OS=Bos taurus GN=MDH1 PE=2 SV=3"
m.4879,605,0,0,0,0,1,0,-0.495,-0.5841,0.554469,0.922294,0.988493,Beta-amyloid-like protein OS=Caenorhabditis elegans GN=apl-1 PE=1 SV=2
m.4883,240,0,0,0,0,0,0,-0.422,-0.4331,0.54211,1,0.88659,Dolichol-phosphate mannosyltransferase OS=Homo sapiens GN=DPM1 PE=1 SV=1
m.4884,253,13,9,48,31,21,32,-0.209,-1.335,1,0.943984,0.984533,40S ribosomal protein S3 OS=Sus scrofa GN=RPS3 PE=2 SV=1
m.4887,198,0,0,0,0,0,0,-0.45,-0.5051,0.533396,0.974015,0.928929,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1
m.4889,468,1,0,2,4,1,0,0.041,0.0618,1,1,0.854268,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2
m.4892,422,0,0,1,0,0,1,-0.419,-0.4847,0.533176,0.989737,0.915952,PTB domain-containing engulfment adapter protein 1 OS=Rattus norvegicus GN=Gulp1 PE=1 SV=1
m.4894,508,0,0,2,0,0,0,-0.783,-0.9597,1,0.872944,1,Methionine aminopeptidase 2 OS=Rattus norvegicus GN=Metap2 PE=1 SV=2
m.4897,319,48,15,79,58,69,71,-0.056,-0.5524,0.54209,0.940485,0.963766,60S ribosomal protein L4-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rpl4b PE=3 SV=1
m.4900,202,1,0,2,5,1,1,0.23,0.3455,1,1,0.912819,Glycine-rich RNA-binding protein 8 OS=Arabidopsis thaliana GN=RBG8 PE=1 SV=1
m.4903,2982,0,0,5,0,1,1,-1.39,-1.9039,1,0.998046,0.452962,Apolipoprotein B-100 OS=Mus musculus GN=Apob PE=1 SV=1
m.491,248,22,11,36,41,24,22,-0.15,-0.9421,1,0.870624,1,60S ribosomal protein L6 OS=Chinchilla lanigera GN=RPL6 PE=2 SV=3
m.4911,552,77,25,128,160,222,156,0.462,5.6103,0,0,0.954227,"ATP synthase subunit alpha, mitochondrial OS=Pongo abelii GN=ATP5A1 PE=2 SV=1"
m.4917,303,0,0,0,2,0,0,-0.193,-0.2433,0.7076,1,0.828042,Proteasomal ATPase-associated factor 1 OS=Gallus gallus GN=PAAF1 PE=2 SV=1
m.4921,158,1,0,11,0,3,5,-0.788,-1.7097,1,0.988888,0.616779,"ATP synthase subunit d, mitochondrial OS=Rattus norvegicus GN=Atp5h PE=1 SV=3"
m.4923,315,9,7,31,40,29,39,0.432,2.176,0.123138,0.020238,0.976161,Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Rattus norvegicus GN=Gnb2l1 PE=1 SV=3
m.4926,159,0,0,0,0,0,0,-0.374,-0.4504,0.537585,1,0.895721,Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1
m.4932,411,0,0,0,0,0,0,-0.457,-0.5287,0.536292,0.955441,0.946814,Conserved oligomeric Golgi complex subunit 8 OS=Bos taurus GN=COG8 PE=2 SV=1
m.4935,224,0,0,0,0,0,0,-0.438,-0.5048,0.533378,0.974015,0.928929,m.4935
m.4936,174,0,0,0,0,0,0,-0.475,-0.5587,0.544122,0.936973,0.968147,m.4936
m.494,400,4,0,6,3,5,1,-0.591,-1.2851,1,0.934926,1,Cold-inducible RNA-binding protein OS=Lithobates catesbeiana GN=cirbp PE=2 SV=1
m.4941,214,0,0,0,0,0,0,-0.398,-0.4696,0.534372,1,0.907208,m.4941
m.4942,665,0,0,0,0,0,0,-0.386,-0.4093,0.550928,1,0.874139,von Willebrand factor A domain-containing protein 2 OS=Mus musculus GN=Vwa2 PE=1 SV=1
m.4943,647,206,171,156,296,328,357,0.225,3.9587,0.000042,0.000003,0.95924,Transketolase-like protein 2 OS=Mus musculus GN=Tktl2 PE=2 SV=1
m.4946,322,0,1,1,0,0,1,-0.396,-0.4557,0.536508,1,0.898912,Pleckstrin homology domain-containing family A member 1 OS=Mus musculus GN=Plekha1 PE=2 SV=1
m.4953,233,0,0,0,0,0,0,-0.371,-0.4234,0.54534,1,0.880869,Synaptoporin OS=Homo sapiens GN=SYNPR PE=2 SV=1
m.4958,221,4,2,4,3,4,6,-0.145,-0.33,0.603375,1,0.844887,Ras-related protein Rab-21 OS=Bos taurus GN=RAB21 PE=2 SV=1
m.4960,840,52,25,69,86,25,52,-0.297,-2.7827,0.291589,0.988677,0.05868,Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3
m.4968,676,0,0,0,0,0,0,-0.46,-0.4923,0.533009,0.982863,0.92141,Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1
m.4969,645,0,0,5,3,0,2,-0.518,-0.8924,1,0.865156,1,Scaffold attachment factor B1 OS=Mus musculus GN=Safb PE=1 SV=2
m.4974,208,2,0,2,10,9,8,1.325,2.7777,0.014309,0.001764,0.967749,Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Pongo abelii GN=FKBP7 PE=2 SV=1
m.4978,368,143,82,165,134,168,208,-0.118,-1.8305,1,0.995498,0.511569,Protein disulfide-isomerase like 2-1 OS=Arabidopsis thaliana GN=PDIL2-1 PE=1 SV=1
m.498,709,0,0,1,2,0,0,-0.142,-0.1702,0.841838,1,0.824566,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Pongo abelii GN=DHX15 PE=2 SV=2
m.4988,204,2,0,16,15,10,14,0.349,1.2351,1,0.317705,0.98559,60S ribosomal protein L15 OS=Rattus norvegicus GN=Rpl15 PE=1 SV=2
m.4990,351,2,2,5,8,4,5,0.246,0.5789,1,0.959561,0.948959,Protein NDRG3 OS=Homo sapiens GN=NDRG3 PE=1 SV=2
m.4991,311,0,0,0,0,0,0,-0.459,-0.5217,0.535138,0.961426,0.940708,Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1
m.4994,274,0,0,0,0,0,0,-0.527,-0.6328,0.584359,0.898292,1,WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1
m.4998,325,1,1,1,3,0,0,0.156,0.1975,1,1,0.882769,Calretinin OS=Bos taurus GN=CALB2 PE=2 SV=1
m.50,394,0,2,0,1,4,0,-0.041,-0.0641,1,1,0.832553,Serotransferrin OS=Paralichthys olivaceus GN=tf PE=2 SV=1
m.500,227,0,0,3,3,0,0,-0.483,-0.7223,0.677878,0.871776,1,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2
m.5003,527,0,0,0,0,0,0,-0.415,-0.4917,0.533009,0.985132,0.919573,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1
m.5005,481,35,11,55,31,21,29,-0.618,-4.3047,0.000841,0.962991,0.000114,Protein disulfide-isomerase A6 OS=Rattus norvegicus GN=Pdia6 PE=1 SV=2
m.5012,2350,95,71,217,234,96,145,-0.178,-2.6313,0.412076,0.992112,0.091077,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2"
m.5017,206,0,0,0,0,0,0,-0.413,-0.4754,0.533775,0.996811,0.910652,m.5017
m.5020,224,9,6,31,27,24,32,0.187,1.0298,1,0.48345,0.981381,40S ribosomal protein S2 OS=Ictalurus punctatus GN=rps2 PE=2 SV=1
m.5022,151,38,32,30,37,28,21,-0.549,-3.6519,0.016461,0.971221,0.002473,Translationally-controlled tumor protein homolog OS=Branchiostoma belcheri PE=2 SV=1
m.5025,257,15,11,28,35,22,19,-0.045,-0.2445,0.705774,1,0.82804,14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2
m.5026,617,1,2,1,0,1,0,-0.73,-0.95,1,0.871758,1,Signal recognition particle subunit SRP68 OS=Mus musculus GN=Srp68 PE=2 SV=2
m.5028,1007,21,47,38,34,23,44,-0.449,-3.3465,0.052724,0.97659,0.008485,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1
m.5030,279,77,41,80,56,176,138,0.237,2.6524,0.023635,0.003077,0.969228,Thiosulfate sulfurtransferase OS=Gallus gallus GN=TST PE=1 SV=1
m.5036,327,0,0,1,0,1,1,-0.434,-0.5129,0.53404,0.967618,0.934744,Probable pyridoxine biosynthesis SNZERR OS=Suberites domuncula GN=SNZERR PE=2 SV=2
m.5038,1493,0,0,0,0,1,0,-0.372,-0.4128,0.549439,1,0.875447,"Dynein beta chain, ciliary OS=Tripneustes gratilla PE=1 SV=1"
m.504,1022,0,0,1,0,0,0,-0.497,-0.5884,0.556571,0.919282,0.993141,"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus GN=Gldc PE=1 SV=1"
m.5042,675,0,0,0,2,1,1,-0.088,-0.1092,0.991232,1,0.827632,CD209 antigen-like protein E OS=Mus musculus GN=Cd209e PE=2 SV=1
m.5045,171,0,0,1,1,1,0,-0.446,-0.5513,0.541755,0.940486,0.963764,Contactin-associated protein-like 5 OS=Homo sapiens GN=CNTNAP5 PE=2 SV=1
m.5048,370,0,0,0,0,0,0,-0.43,-0.4781,0.533554,0.994431,0.912401,High mobility group protein 20A OS=Mus musculus GN=Hmg20a PE=2 SV=1
m.5056,403,1,2,0,17,0,0,1.217,2.0748,0.168684,0.028855,0.977878,Melanotransferrin OS=Mus musculus GN=Mfi2 PE=2 SV=1
m.5058,460,0,0,0,0,1,0,-0.444,-0.5219,0.535167,0.961425,0.940708,Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1
m.506,193,8,3,15,19,13,9,0.064,0.2501,1,1,0.893989,m.506
m.5061,506,45,48,81,195,121,78,0.421,4.5663,0.000001,0,0.957415,Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2
m.5062,346,11,16,10,17,12,18,-0.145,-0.6466,0.595366,0.892841,1,Cathepsin B OS=Rattus norvegicus GN=Ctsb PE=1 SV=2
m.5064,342,6,1,15,15,4,13,0.015,0.0525,1,1,0.852582,m.5064
m.5066,249,0,0,0,0,0,0,-0.411,-0.4629,0.535281,1,0.902175,m.5066
m.5075,186,0,0,1,0,0,0,-0.31,-0.3284,0.604825,1,0.844098,COMM domain-containing protein 1 OS=Mus musculus GN=Commd1 PE=2 SV=2
m.5076,1105,28,15,46,23,14,17,-0.883,-5.1597,0.000009,0.957072,0.000001,Valine--tRNA ligase OS=Takifugu rubripes GN=vars PE=3 SV=1
m.508,371,1,0,9,11,2,4,0.067,0.1708,1,1,0.877361,Endoplasmic reticulum resident protein 44 OS=Mus musculus GN=Erp44 PE=1 SV=1
m.5080,107,3,2,16,15,17,16,0.467,1.7175,0.473156,0.090179,0.983677,m.5080
m.5081,198,17,18,22,6,19,36,-0.316,-1.6906,1,0.987497,0.634779,Ras-like protein RAS2 OS=Hydra vulgaris GN=RAS2 PE=2 SV=1
m.5086,126,0,0,0,1,0,0,-0.468,-0.5452,0.540016,0.944088,0.959438,BTB/POZ domain-containing protein KCTD6 OS=Danio rerio GN=kctd6 PE=2 SV=1
m.5087,320,0,0,6,15,1,1,0.417,0.9333,1,0.573386,0.977723,Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1
m.509,300,0,0,1,0,0,1,-0.441,-0.4849,0.533168,0.989737,0.915952,Syntaxin-17 OS=Homo sapiens GN=STX17 PE=1 SV=2
m.5096,1402,1,1,11,2,3,4,-0.8,-1.8117,1,0.994636,0.528017,Sortilin-related receptor OS=Oryctolagus cuniculus GN=SORL1 PE=2 SV=1
m.5097,291,0,0,7,0,0,19,0.453,1.091,1,0.429321,0.983115,Lysosome-associated membrane glycoprotein 1 OS=Gallus gallus GN=LAMP1 PE=2 SV=1
m.5098,411,0,0,0,1,1,1,-0.334,-0.3825,0.56455,1,0.863191,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1
m.5106,408,0,0,0,0,0,0,-0.424,-0.504,0.53333,0.974015,0.928928,Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1
m.5108,251,172,151,180,147,154,195,-0.405,-6.3203,0,0.953379,0,14-3-3 protein gamma OS=Gallus gallus GN=YWHAG PE=1 SV=1
m.5109,131,0,3,3,4,0,2,-0.418,-0.7487,0.716306,0.86762,1,Alpha-endosulfine OS=Xenopus tropicalis GN=ensa PE=2 SV=1
m.5110,582,0,0,0,1,0,0,-0.534,-0.655,0.602643,0.889813,1,Protein diaphanous homolog 2 OS=Homo sapiens GN=DIAPH2 PE=1 SV=1
m.5113,272,2,3,20,18,11,12,0.094,0.3706,1,1,0.917451,40S ribosomal protein S4 OS=Ictalurus punctatus GN=rps4 PE=2 SV=3
m.5115,549,6,9,15,14,13,19,0.037,0.1585,1,1,0.874348,TOM1-like protein 2 OS=Mus musculus GN=Tom1l2 PE=2 SV=1
m.5116,342,0,0,2,1,4,4,0.487,0.7572,1,0.75711,0.966932,Predicted protein OS=Nematostella vectensis GN=v1g243708 PE=4 SV=1
m.5120,694,46,12,63,88,50,63,0.113,0.907,1,0.60118,0.976388,"Stress-70 protein, mitochondrial OS=Bos taurus GN=HSPA9 PE=2 SV=1"
