Protein,Len,HS1,HS2,HS3,HD1,HD2,HD3,LogFldChng-K34-K36vsK37-K39,Zstat-K34-K36vsK37-K39,fdr-K34-K36vsK37-K39,FDRup-K34-K36vsK37-K39,FDRdown-K34-K36vsK37-K39,DEFLINE
m.30203,117,10,11,19,8,12,14,-0.159,-0.6477,1,0.8706,1,60S acidic ribosomal protein P2 OS=Rhodotorula glutinis PE=1 SV=1
m.30248,266,0,0,0,0,3,4,1.091,1.4497,1,0.368466,0.999386,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1
m.3027,702,0,0,0,0,0,0,-0.001,-0.0012,0.536101,0.99644,0.922259,Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1 PE=1 SV=2
m.30280,193,0,0,0,0,0,0,-0.033,-0.0407,0.527704,0.963707,0.946225,N-acylethanolamine-hydrolyzing acid amidase OS=Homo sapiens GN=NAAA PE=1 SV=3
m.3029,290,0,0,2,1,0,0,-0.395,-0.4944,1,0.841927,1,Tumor protein p63-regulated gene 1-like protein OS=Homo sapiens GN=TPRG1L PE=1 SV=1
m.30295,390,24,14,12,9,11,15,-0.377,-1.7881,1,0.995901,0.297593,Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1
m.3030,150,0,0,0,0,0,0,-0.132,-0.161,0.552371,0.883035,1,Tumor protein p63-regulated gene 1-like protein OS=Mus musculus GN=Tprg1l PE=1 SV=1
m.30322,115,0,0,0,1,0,0,-0.152,-0.1847,0.566491,0.872156,1,m.30322
m.30333,208,0,0,0,0,0,0,-0.071,-0.0815,0.527573,0.932188,0.976593,Stabilin-2 OS=Homo sapiens GN=STAB2 PE=1 SV=3
m.3037,1596,0,3,1,4,5,1,0.695,1.2826,1,0.502932,0.994397,Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1
m.30370,484,0,0,0,0,0,0,-0.137,-0.1689,0.55672,0.879769,1,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Danio rerio GN=prpf31 PE=2 SV=1
m.30386,129,0,0,0,0,0,0,-0.03,-0.0354,0.528355,0.966534,0.943893,Predicted protein OS=Nematostella vectensis GN=v1g199281 PE=4 SV=1
m.30396,488,102,63,65,51,78,65,-0.173,-1.8362,0.921841,0.995816,0.268928,Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1
m.30398,240,0,0,0,0,0,0,-0.057,-0.0637,0.526576,0.944769,0.963416,m.30398
m.304,134,0,1,5,0,0,0,-0.998,-1.4353,1,0.98776,0.573894,40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2
m.30404,107,0,8,4,2,0,0,-1.259,-2.2085,0.421562,0.989916,0.109957,Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2
m.30436,263,0,1,1,0,0,0,-0.079,-0.0916,0.528871,0.925025,0.98485,Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1
m.30454,138,0,0,0,0,0,0,-0.114,-0.1339,0.540109,0.897357,1,Putative dsRNase OS=Danaus plexippus GN=KGM_18136 PE=4 SV=1
m.30465,240,0,1,0,0,0,0,-0.15,-0.1708,0.557815,0.878186,1,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1
m.30477,155,0,0,0,0,0,0,-0.118,-0.1379,0.541667,0.895454,1,Solute carrier family 35 member E1 OS=Mus musculus GN=Slc35e1 PE=2 SV=2
m.30488,166,0,0,0,0,0,0,0.025,0.0279,0.547671,1,0.905437,Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3
m.3049,769,0,0,0,0,0,0,-0.199,-0.2391,0.611786,0.852825,1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Mus musculus GN=Pik3cb PE=1 SV=2"
m.30492,247,3,0,4,0,3,2,-0.336,-0.6209,1,0.864728,1,Predicted protein OS=Nematostella vectensis GN=v1g109978 PE=4 SV=1
m.30494,136,0,0,0,0,0,0,-0.125,-0.1386,0.541947,0.895452,1,Calretinin OS=Bos taurus GN=CALB2 PE=2 SV=1
m.30495,438,0,0,0,0,0,0,-0.03,-0.0326,0.528759,0.969394,0.941589,Predicted protein OS=Nematostella vectensis GN=v1g197267 PE=4 SV=1
m.30496,451,14,6,17,24,18,52,0.917,4.7418,0.000002,0,0.960522,Probable adenylyltransferase/sulfurtransferase MoeZ OS=Mycobacterium tuberculosis GN=moeZ PE=1 SV=1
m.30504,99,0,0,0,0,0,0,-0.041,-0.0465,0.527164,0.958141,0.950985,m.30504
m.30517,248,3,8,3,19,9,0,0.72,2.1361,0.362457,0.067057,0.99222,Predicted protein OS=Nematostella vectensis GN=v1g239742 PE=4 SV=1
m.3052,140,0,0,2,2,0,0,-0.076,-0.1033,0.531037,0.915929,0.99625,Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1
m.30536,122,0,0,0,0,0,0,-0.042,-0.0495,0.526951,0.955404,0.953411,m.30536
m.3056,560,0,0,0,0,0,2,0.315,0.3725,1,1,0.858694,Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3
m.30564,140,0,0,0,0,0,0,-0.021,-0.0249,0.530074,0.975201,0.937078,Egg protein OS=Euphyllia ancora PE=2 SV=1
m.3058,258,0,0,16,0,0,0,-1.963,-2.956,0.065532,0.973981,0.01004,m.3058
m.306,557,0,1,0,0,0,1,-0.078,-0.088,0.528349,0.927381,0.982069,Serine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana GN=CTR1 PE=1 SV=1
m.30602,306,0,5,12,2,2,5,-0.743,-1.8007,0.98124,0.995898,0.289197,Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1
m.3061,248,9,10,1,17,12,26,0.994,3.6903,0.00082,0.000094,0.968941,m.3061
m.30614,104,0,2,0,1,0,2,-0.033,-0.0434,0.527432,0.960908,0.94859,Lactase-phlorizin hydrolase OS=Oryctolagus cuniculus GN=LCT PE=1 SV=1
m.3063,606,0,0,0,0,0,0,-0.077,-0.0855,0.52802,0.927382,0.982067,Kelch-like protein 3 OS=Bos taurus GN=KLHL3 PE=3 SV=3
m.30649,133,42,19,37,45,31,46,0.218,1.561,1,0.293005,1,S-crystallin 4 OS=Enteroctopus dofleini PE=2 SV=1
m.30676,389,0,0,0,0,0,0,-0.034,-0.0393,0.527865,0.963706,0.946226,m.30676
m.30679,186,0,0,0,0,0,0,-0.104,-0.1243,0.536728,0.903256,1,Nodal modulator 1 OS=Mus musculus GN=Nomo1 PE=1 SV=1
m.307,487,65,214,65,85,189,88,0.042,0.585,1,1,0.899168,Polyubiquitin OS=Cricetulus griseus PE=2 SV=2
m.3070,637,0,0,0,0,0,0,0.068,0.0815,0.581796,1,0.88161,m.3070
m.30786,151,0,0,0,0,0,0,-0.022,-0.0256,0.529945,0.975201,0.937077,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.3079,696,18,120,29,101,33,123,0.413,4.0941,0.000086,0.00001,0.964901,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3
m.308,201,17,26,29,46,21,40,0.388,2.5719,0.126247,0.014911,0.984811,Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3
m.30803,173,0,0,0,0,0,0,-0.089,-0.0986,0.530079,0.920411,0.990496,Acidic mammalian chitinase OS=Bos taurus GN=CHIA PE=1 SV=1
m.3082,374,0,0,1,0,0,0,-0.061,-0.0778,0.527232,0.934641,0.973899,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1
m.30831,329,0,1,2,0,0,0,-0.4,-0.5194,1,0.845445,1,Protein glass OS=Drosophila melanogaster GN=gl PE=1 SV=2
m.3088,506,2,2,0,4,0,3,0.493,0.8059,1,1,0.943507,Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2
m.3090,880,4,15,13,14,6,11,-0.051,-0.2025,0.579276,0.865304,1,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5
m.30904,460,1,0,0,0,1,1,-0.138,-0.155,0.549307,0.886423,1,Interferon-induced helicase C domain-containing protein 1 OS=Mus musculus GN=Ifih1 PE=1 SV=1
m.30907,212,0,0,0,0,0,0,-0.151,-0.1758,0.560809,0.87663,1,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1
m.30917,239,1,1,0,0,2,0,0.232,0.2593,0.846021,1,0.851,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1
m.30927,172,83,76,38,187,130,188,0.921,11.5736,0,0,0.953644,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1
m.30935,188,0,0,0,0,0,0,-0.003,-0.0029,0.53557,0.996443,0.922257,m.30935
m.3094,260,0,0,0,0,0,0,-0.069,-0.0769,0.527162,0.934641,0.973899,Predicted protein OS=Nematostella vectensis GN=v1g237029 PE=4 SV=1
m.30955,229,110,88,55,95,80,109,0.099,1.1792,1,0.598632,0.988611,Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1
m.30956,124,0,0,0,0,0,0,-0.046,-0.0523,0.526793,0.952698,0.955867,UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2
m.30957,121,0,0,0,0,0,3,0.57,0.7142,1,1,0.926265,m.30957
m.30965,169,0,5,7,2,2,1,-1.009,-1.7653,1,0.995861,0.312704,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1"
m.30966,288,0,0,0,0,0,0,-0.007,-0.0081,0.534037,0.99023,0.926338,Somatomedin-B and thrombospondin type-1 domain-containing protein OS=Homo sapiens GN=SBSPON PE=1 SV=2
m.30968,150,2,4,5,0,3,0,-0.856,-1.579,1,0.993222,0.449517,Calmodulin OS=Macrocystis pyrifera PE=2 SV=3
m.30969,340,0,0,3,0,0,0,-0.553,-0.7387,1,0.891147,1,Adenosine deaminase-like protein OS=Danio rerio GN=adal PE=2 SV=1
m.30973,434,0,0,0,0,0,0,-0.094,-0.1081,0.532133,0.913735,0.999172,Probable acyl-CoA dehydrogenase 6 OS=Caenorhabditis elegans GN=acdh-6 PE=3 SV=2
m.30980,429,2,2,16,6,3,6,-0.308,-0.9109,1,0.927611,1,26S protease regulatory subunit 6A OS=Rattus norvegicus GN=Psmc3 PE=2 SV=1
m.30989,241,0,0,0,0,0,0,-0.098,-0.1146,0.53381,0.909446,1,BTB/POZ domain-containing protein KCTD4 OS=Bos taurus GN=KCTD4 PE=2 SV=1
m.30990,210,0,0,0,0,0,0,-0.042,-0.0477,0.527068,0.958142,0.950985,Aminopeptidase N OS=Oryctolagus cuniculus GN=ANPEP PE=1 SV=4
m.30992,121,0,0,0,3,0,1,0.577,0.7485,1,1,0.932903,m.30992
m.31,135,0,0,1,0,0,0,-0.017,-0.0188,0.531343,0.981126,0.932688,40S ribosomal protein S24 OS=Spodoptera frugiperda GN=RpS24 PE=2 SV=1
m.3100,352,0,1,0,2,0,3,0.772,0.942,1,0.856581,0.964644,m.3100
m.31002,243,0,0,0,0,0,0,-0.101,-0.1142,0.533701,0.909446,1,Alpha-dioxygenase 2 OS=Arabidopsis thaliana GN=DOX2 PE=2 SV=1
m.31005,174,0,0,0,0,0,0,-0.154,-0.178,0.562169,0.875109,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Bos taurus GN=NDUFAF4 PE=2 SV=1
m.31016,134,0,0,0,0,0,0,-0.058,-0.0666,0.526628,0.942189,0.965992,m.31016
m.31028,228,0,0,0,0,0,0,-0.073,-0.0847,0.527928,0.929768,0.979317,m.31028
m.3106,356,0,0,0,0,0,0,-0.192,-0.2229,0.596332,0.858064,1,DnaJ homolog subfamily B member 5 OS=Mus musculus GN=Dnajb5 PE=2 SV=1
m.31093,201,0,0,0,0,0,0,-0.03,-0.0327,0.528744,0.969394,0.941589,Proteasome assembly chaperone 2 OS=Nematostella vectensis GN=psmg2 PE=3 SV=1
m.31095,139,0,1,1,0,0,2,0.2,0.2536,0.833091,1,0.85108,Uncharacterized protein OS=Actinomadura madurae LIID-AJ290 GN=AMLIID_31940 PE=4 SV=1
m.311,153,0,0,1,0,0,0,-0.027,-0.0349,0.528421,0.966534,0.943894,m.311
m.31100,108,0,0,0,0,0,0,-0.009,-0.0114,0.53314,0.987167,0.928424,m.31100
m.31105,220,0,0,0,0,0,0,-0.004,-0.0049,0.534964,0.993321,0.924283,Heme oxygenase 1 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=pbsA1 PE=1 SV=1
m.3111,150,0,1,0,0,0,0,-0.067,-0.0737,0.526937,0.937125,0.971234,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1
m.31184,221,10,1,0,5,3,14,0.604,1.6197,0.936632,0.256747,1,Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1
m.31187,410,0,0,0,0,0,0,-0.091,-0.1096,0.532497,0.911576,1,Peroxisomal membrane protein PEX14 OS=Rattus norvegicus GN=Pex14 PE=1 SV=1
m.3119,415,0,0,1,0,0,0,-0.029,-0.0324,0.528789,0.969394,0.94159,Predicted protein OS=Nematostella vectensis GN=v1g242477 PE=4 SV=1
m.31194,473,0,0,0,0,0,0,-0.071,-0.0802,0.527449,0.932189,0.976593,Glutamyl aminopeptidase OS=Homo sapiens GN=ENPEP PE=1 SV=3
m.3121,316,0,2,2,0,0,1,-0.671,-0.8836,1,0.922345,1,Follistatin-related protein 4 OS=Mus musculus GN=Fstl4 PE=2 SV=1
m.3122,173,2,0,0,9,2,4,1.367,2.284,0.270106,0.042082,0.989493,Contactin-associated protein-like 2 OS=Pongo abelii GN=CNTNAP2 PE=2 SV=1
m.31221,136,0,0,0,0,0,0,-0.065,-0.0712,0.526795,0.939641,0.968598,THO complex subunit 2 OS=Dasypus novemcinctus GN=THOC2 PE=3 SV=1
m.31247,245,0,2,1,0,0,0,-0.45,-0.5554,1,0.85185,1,Valacyclovir hydrolase OS=Homo sapiens GN=BPHL PE=1 SV=1
m.3128,439,0,5,8,0,3,21,0.564,1.7518,0.74247,0.190966,0.999236,Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1
m.31281,228,0,0,0,0,0,0,-0.114,-0.1403,0.542638,0.893585,1,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Bos taurus GN=ABHD10 PE=2 SV=1"
m.31286,114,0,0,0,0,0,0,-0.105,-0.1184,0.534893,0.907349,1,m.31286
m.31295,417,0,0,0,0,0,0,-0.122,-0.1352,0.540606,0.897355,1,Predicted protein OS=Nematostella vectensis GN=v1g219460 PE=4 SV=1
m.3130,1155,17,17,21,17,16,21,-0.023,-0.1235,0.536466,0.903256,1,Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3
m.31300,423,6,11,22,12,10,10,-0.218,-0.9025,1,0.925661,1,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Acads PE=1 SV=2"
m.3134,211,0,0,1,0,0,0,-0.057,-0.0619,0.52656,0.944769,0.963416,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Gallus gallus GN=IGF2BP1 PE=1 SV=1
m.31370,689,0,0,0,0,0,1,-0.184,-0.2099,0.58516,0.862771,1,Cytosolic phospholipase A2 OS=Xenopus tropicalis GN=pla2g4a PE=2 SV=1
m.314,240,0,0,0,0,0,0,-0.157,-0.1808,0.56394,0.873618,1,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1
m.31416,156,0,1,0,0,0,0,-0.019,-0.0217,0.530715,0.978149,0.934867,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Lithobates catesbeiana PE=2 SV=1"
m.31427,200,0,0,0,0,0,0,-0.128,-0.1489,0.546395,0.889938,1,m.31427
m.31435,113,1,0,0,0,1,2,0.302,0.3899,1,1,0.861041,Macrophage migration inhibitory factor homolog OS=Trichuris trichiura PE=1 SV=2
m.31437,438,0,1,1,2,0,0,0.262,0.3228,1,1,0.853583,m.31437
m.31443,176,8,12,5,14,1,6,-0.218,-0.7563,1,0.894952,1,Guanine deaminase OS=Bacillus subtilis (strain 168) GN=guaD PE=1 SV=1
m.31460,197,0,0,0,0,0,0,-0.092,-0.1075,0.531991,0.913735,0.999171,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1
m.31494,112,0,0,0,0,0,0,-0.044,-0.0503,0.526902,0.955404,0.95341,TNF receptor-associated factor 6-B OS=Xenopus laevis GN=traf6-b PE=2 SV=1
m.31499,110,0,0,0,0,0,0,-0.035,-0.0403,0.52775,0.963707,0.946225,m.31499
m.31506,166,1,0,0,3,2,6,1.382,2.0139,0.456195,0.095983,0.994638,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus GN=Prorsd1 PE=2 SV=1
m.3151,234,0,0,0,0,0,0,-0.118,-0.1348,0.540453,0.897355,1,m.3151
m.31517,137,0,0,0,0,0,0,-0.054,-0.0623,0.526564,0.944769,0.963416,Vacuolar protein sorting-associated protein 53 homolog OS=Pongo abelii GN=VPS53 PE=2 SV=1
m.31522,173,0,0,0,0,0,0,-0.065,-0.0783,0.527271,0.93464,0.973899,Arylsulfatase J OS=Mus musculus GN=Arsj PE=2 SV=1
m.31523,600,0,0,0,1,0,0,0.003,0.0032,0.537548,1,0.918302,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.3153,509,20,38,20,93,73,111,1.259,9.2931,0,0,0.954293,Pantetheinase OS=Sus scrofa GN=VNN1 PE=2 SV=1
m.31539,379,14,12,11,7,12,9,-0.273,-1.0547,1,0.951662,0.959778,Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2
m.31542,149,0,1,0,2,1,2,0.477,0.6578,1,1,0.914418,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1
m.31564,208,0,0,0,0,0,0,-0.099,-0.1207,0.535587,0.905287,1,m.31564
m.31593,374,0,0,1,0,0,0,-0.071,-0.0784,0.527279,0.93464,0.973899,cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1
m.31596,255,0,0,0,0,0,0,-0.054,-0.0619,0.52656,0.944769,0.963416,Brevican core protein (Fragment) OS=Hydra vulgaris GN=BCAN PE=2 SV=1
m.316,240,17,19,19,25,21,36,0.373,2.0458,0.429704,0.087985,0.994031,Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2
m.31603,496,0,1,3,2,0,0,-0.318,-0.4383,0.97075,0.835678,1,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1
m.31613,203,0,0,0,0,0,0,-0.056,-0.0662,0.526617,0.942189,0.965992,"Glycogen [starch] synthase, muscle OS=Macaca mulatta GN=GYS1 PE=2 SV=1"
m.31623,358,4,12,30,3,5,5,-1.298,-4.4249,0.000092,0.961221,0.000006,"GDP-mannose 4,6 dehydratase OS=Mus musculus GN=Gmds PE=2 SV=1"
m.31625,195,2,9,16,6,8,6,-0.318,-1.1097,1,0.959191,0.902071,Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=2
m.31645,197,0,0,0,0,0,0,-0.059,-0.0666,0.526628,0.942189,0.965992,Regulator of chromosome condensation OS=Xenopus laevis GN=rcc1 PE=2 SV=1
m.3167,409,0,1,0,0,2,2,0.531,0.7104,1,1,0.925586,Predicted protein OS=Nematostella vectensis GN=v1g243852 PE=4 SV=1
m.3168,200,0,1,2,1,0,0,-0.398,-0.4879,1,0.841012,1,Predicted protein OS=Nematostella vectensis GN=v1g214160 PE=4 SV=1
m.31689,134,0,0,0,0,0,0,-0.135,-0.1572,0.550404,0.884714,1,Prolyl 3-hydroxylase 1 OS=Gallus gallus GN=LEPRE1 PE=1 SV=1
m.317,569,0,0,0,0,0,0,-0.055,-0.0655,0.526599,0.942189,0.965992,CUB and sushi domain-containing protein 3 OS=Homo sapiens GN=CSMD3 PE=2 SV=3
m.31712,115,10,14,10,12,16,10,0.103,0.4552,1,1,0.872483,60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1
m.3172,280,0,0,7,2,1,6,-0.066,-0.1362,0.540988,0.897352,1,Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1
m.31748,138,0,2,2,2,3,2,0.402,0.6387,1,1,0.910829,Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1
m.31755,194,0,0,0,0,0,0,-0.037,-0.0437,0.527403,0.960909,0.94859,Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2
m.3176,227,0,0,0,0,0,0,-0.016,-0.0193,0.531232,0.981127,0.932687,Oxysterol-binding protein-related protein 11 OS=Homo sapiens GN=OSBPL11 PE=1 SV=2
m.3177,109,0,1,0,0,0,0,0.012,0.0137,0.541438,1,0.912603,Glutaredoxin-C8 OS=Oryza sativa subsp. japonica GN=GRXC8 PE=2 SV=2
m.31778,137,0,0,2,1,0,0,-0.374,-0.4513,1,0.836817,1,m.31778
m.31795,248,0,0,0,0,0,0,0.01,0.0116,0.540615,1,0.914473,Intraflagellar transport protein 43 homolog A OS=Salmo salar GN=ift43a PE=2 SV=1
m.31844,139,0,1,1,0,0,0,-0.073,-0.0846,0.527917,0.929769,0.979317,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2
m.31848,219,0,2,1,0,0,1,-0.383,-0.5012,1,0.842883,1,Phosphoethanolamine N-methyltransferase 3 OS=Arabidopsis thaliana GN=NMT3 PE=2 SV=2
m.31849,183,0,0,0,0,0,0,-0.117,-0.1358,0.540835,0.897353,1,BRO1 domain-containing protein BROX OS=Danio rerio GN=brox PE=2 SV=1
m.3187,131,0,4,8,11,12,34,1.483,4.6148,0.000005,0,0.961108,m.3187
m.3189,772,0,0,0,0,0,0,0.07,0.0767,0.578025,1,0.884178,m.3189
m.31925,182,0,1,0,0,0,0,-0.008,-0.0085,0.533927,0.990231,0.926337,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2
m.31928,455,0,0,0,1,0,0,-0.069,-0.0757,0.527067,0.934641,0.973898,m.31928
m.31948,99,0,1,1,0,0,0,-0.105,-0.1125,0.533237,0.911572,1,m.31948
m.31958,263,17,27,4,11,7,8,-0.656,-2.7048,0.124594,0.978288,0.025083,"ES1 protein homolog, mitochondrial OS=Rattus norvegicus PE=1 SV=2"
m.31973,143,1,0,0,0,2,1,0.363,0.4353,1,1,0.868756,m.31973
m.31989,241,16,21,14,27,29,20,0.396,2.1869,0.328751,0.057266,0.991241,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4
m.32004,521,14,29,18,22,25,34,0.273,1.6421,0.901349,0.245417,1,Phenylalanine--tRNA ligase alpha subunit OS=Danio rerio GN=farsa PE=2 SV=2
m.32045,172,0,0,0,0,0,0,-0.004,-0.0043,0.53514,0.993321,0.924284,Rho GTPase-activating protein 26 OS=Mus musculus GN=Arhgap26 PE=1 SV=3
m.32066,156,0,0,0,0,0,0,-0.052,-0.0626,0.526567,0.944769,0.963416,Blastula protease 10 OS=Paracentrotus lividus GN=BP10 PE=2 SV=1
m.32071,562,3,3,8,4,4,0,-0.493,-1.1525,1,0.964662,0.855433,Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2
m.32074,263,1,3,1,0,0,0,-0.699,-0.9532,1,0.935113,1,Uridine-cytidine kinase 2-A OS=Danio rerio GN=uck2a PE=2 SV=1
m.32095,297,0,2,0,1,1,4,0.416,0.6141,1,1,0.90502,m.32095
m.321,419,1,1,1,0,0,0,-0.006,-0.0072,0.534287,0.993327,0.92428,Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1
m.32107,309,1,2,5,7,2,5,0.604,1.3024,1,0.485001,0.995282,Coatomer subunit epsilon OS=Cricetulus griseus GN=COPE PE=2 SV=2
m.32114,195,2,3,4,1,1,0,-1.304,-1.7826,1,0.995895,0.301853,Farnesyl pyrophosphate synthase OS=Gallus gallus GN=FDPS PE=1 SV=2
m.32129,333,0,0,0,0,0,0,0.073,0.0865,0.585887,1,0.880375,Predicted protein OS=Nematostella vectensis GN=v1g239950 PE=4 SV=1
m.32130,112,0,0,0,0,0,0,-0.125,-0.1497,0.546761,0.889935,1,m.32130
m.32141,184,0,0,0,0,1,2,0.236,0.3142,0.988721,1,0.852814,Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3
m.32145,103,0,0,1,0,0,0,-0.165,-0.1796,0.563178,0.875105,1,Predicted protein OS=Nematostella vectensis GN=v1g169148 PE=4 SV=1
m.32148,101,1,1,3,2,1,3,0.171,0.2677,0.865712,1,0.851002,m.32148
m.32183,330,0,0,0,0,0,0,-0.041,-0.0458,0.527219,0.95814,0.950985,Tektin-1 OS=Homo sapiens GN=TEKT1 PE=2 SV=1
m.32194,430,0,1,1,0,1,1,-0.059,-0.0685,0.526677,0.939642,0.968598,Predicted protein OS=Nematostella vectensis GN=v1g246919 PE=4 SV=1
m.3220,414,4,9,18,0,4,11,-0.697,-2.2557,0.376798,0.988872,0.097789,Hydroxysteroid dehydrogenase-like protein 2 OS=Danio rerio GN=hsdl2 PE=2 SV=1
m.32200,195,0,2,0,2,0,2,0.213,0.2993,0.94667,1,0.851981,Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2
m.32201,315,0,0,0,0,0,0,-0.078,-0.0875,0.528284,0.927381,0.982069,Neurobeachin OS=Mus musculus GN=Nbea PE=2 SV=1
m.3221,325,0,8,7,17,10,20,1.065,3.6047,0.001235,0.000147,0.969919,N-acetylgalactosamine-6-sulfatase OS=Rattus norvegicus GN=Galns PE=1 SV=1
m.32224,134,3,4,3,4,5,4,0.26,0.59,1,1,0.899901,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10013024 PE=4 SV=1
m.3223,325,0,0,0,1,0,0,-0.088,-0.0985,0.53006,0.920411,0.990496,m.3223
m.32239,182,0,0,0,0,0,0,-0.12,-0.1394,0.542268,0.89545,1,Mast cell carboxypeptidase A OS=Homo sapiens GN=CPA3 PE=1 SV=2
m.32243,167,0,0,0,0,0,0,-0.053,-0.0583,0.526588,0.947381,0.960869,"Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Mus musculus GN=Scube3 PE=1 SV=1"
m.32249,132,0,0,0,0,0,0,-0.07,-0.0849,0.527951,0.929768,0.979317,m.32249
m.32263,177,0,0,0,0,0,0,-0.195,-0.2384,0.611079,0.852826,1,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1
m.32269,102,0,0,0,0,0,0,0.047,0.0515,0.560573,1,0.894071,Uncharacterized protein (Fragment) OS=Takifugu rubripes GN=LOC101076203 PE=4 SV=1
m.32275,204,0,0,0,0,0,0,-0.073,-0.0837,0.527815,0.929769,0.979316,GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1
m.32280,100,0,0,0,0,0,0,-0.118,-0.1371,0.541346,0.895455,1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Caenorhabditis elegans GN=png-1 PE=1 SV=1
