PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
symbB1.EST_k37c20_26417|m.57788,symbB1.EST_k37c20_26417 g.57788  ORF symbB1.EST_k37c20_26417 g.57788 symbB1.EST_k37c20_26417 m.57788 type:complete len:642 (-) symbB1.EST_k37c20_26417:121-2046(-),0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
symbB1.EST_k37c20_2935|m.6933,symbB1.EST_k37c20_2935 g.6933  ORF symbB1.EST_k37c20_2935 g.6933 symbB1.EST_k37c20_2935 m.6933 type:5prime_partial len:102 (-) symbB1.EST_k37c20_2935:1336-1641(-),1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,2,1,1,1,0,1,1,1,1
symbB1.EST_k37c20_30828|m.65820,symbB1.EST_k37c20_30828 g.65820  ORF symbB1.EST_k37c20_30828 g.65820 symbB1.EST_k37c20_30828 m.65820 type:5prime_partial len:189 (-) symbB1.EST_k37c20_30828:103-669(-),0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
symbB1.EST_k37c20_3355|m.8002,symbB1.EST_k37c20_3355 g.8002  ORF symbB1.EST_k37c20_3355 g.8002 symbB1.EST_k37c20_3355 m.8002 type:5prime_partial len:163 (-) symbB1.EST_k37c20_3355:226-714(-),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
symbB1.EST_k37c20_3550|m.8423,symbB1.EST_k37c20_3550 g.8423  ORF symbB1.EST_k37c20_3550 g.8423 symbB1.EST_k37c20_3550 m.8423 type:internal len:119 (+) symbB1.EST_k37c20_3550:1-354(+),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
symbB1.EST_k37c20_4454|m.10626,symbB1.EST_k37c20_4454 g.10626  ORF symbB1.EST_k37c20_4454 g.10626 symbB1.EST_k37c20_4454 m.10626 type:5prime_partial len:401 (-) symbB1.EST_k37c20_4454:122-1324(-),1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
symbB1.EST_k37c20_48001|m.88307,symbB1.EST_k37c20_48001 g.88307  ORF symbB1.EST_k37c20_48001 g.88307 symbB1.EST_k37c20_48001 m.88307 type:5prime_partial len:156 (+) symbB1.EST_k37c20_48001:2-469(+),2,2,0,0,1,2,2,1,3,2,2,0,1,2,2,2,1,0,0,1,2,2,1,1,0,1,0,1
symbB1.EST_k37c20_48737|m.89200,symbB1.EST_k37c20_48737 g.89200  ORF symbB1.EST_k37c20_48737 g.89200 symbB1.EST_k37c20_48737 m.89200 type:complete len:358 (-) symbB1.EST_k37c20_48737:98-1171(-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.14490,Transmembrane protease serine 6 OS=Mus musculus GN=Tmprss6 PE=1 SV=4,1,1,4,1,1,3,0,0,1,3,1,1,1,4,2,1,0,3,1,1,2,1,0,1,3,1,1,2
symbB1.EST_k37c20_534|m.1227,symbB1.EST_k37c20_534 g.1227  ORF symbB1.EST_k37c20_534 g.1227 symbB1.EST_k37c20_534 m.1227 type:5prime_partial len:498 (+) symbB1.EST_k37c20_534:3-1496(+),1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1
symbB1.EST_k37c20_6393|m.15160,symbB1.EST_k37c20_6393 g.15160  ORF symbB1.EST_k37c20_6393 g.15160 symbB1.EST_k37c20_6393 m.15160 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6393:283-1278(-),1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
symbB1.EST_k37c20_9557|m.22226,symbB1.EST_k37c20_9557 g.22226  ORF symbB1.EST_k37c20_9557 g.22226 symbB1.EST_k37c20_9557 m.22226 type:5prime_partial len:420 (+) symbB1.EST_k37c20_9557:2-1261(+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
m.33516,m.33516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.10580,Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
m.19726,Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1
symbB1.EST_k37c20_26290|m.57552,symbB1.EST_k37c20_26290 g.57552  ORF symbB1.EST_k37c20_26290 g.57552 symbB1.EST_k37c20_26290 m.57552 type:5prime_partial len:867 (+) symbB1.EST_k37c20_26290:1-2601(+),1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,1,1,2,0,1,1,1
m.1454,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,3,2,3,3,2,3,3,3,2,2,3,2,2,4,2,3,2,2,2,2,3,2,2,2,3,0,1,3
m.1027,Predicted protein OS=Nematostella vectensis GN=v1g225191 PE=4 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.11700,Bis(5_-adenosyl)-triphosphatase enpp4 OS=Danio rerio GN=enpp4 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
m.12051,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,0,2,1,1,1,2,1,1,1,1,1,0,0
m.13024,Chromatin target of PRMT1 protein OS=Rattus norvegicus GN=Chtop PE=2 SV=1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0
m.13173,Testican-3 OS=Mus musculus GN=Spock3 PE=2 SV=2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m.1328,Transmembrane emp24 domain-containing protein OS=Nematostella vectensis GN=v1g194562 PE=3 SV=1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
m.13291,FAS-associated factor 2-B OS=Xenopus laevis GN=faf2-b PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.13492,E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.1500,Small cysteine-rich protein 3a OS=Montastraea faveolata GN=SCRiP3a PE=4 SV=1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
m.14543,Cystathionine gamma-synthase OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=metB PE=1 SV=1,5,6,4,5,4,5,5,2,6,6,7,6,5,7,5,6,6,4,5,6,8,5,5,5,3,7,4,7
m.15058,Caspase-3 OS=Bos taurus GN=CASP3 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m.15172,m.15172,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
m.15205,"Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Homo sapiens GN=SCUBE2 PE=2 SV=2",2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1
m.15303,m.15303,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
m.16001,CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
m.16618,Predicted protein OS=Nematostella vectensis GN=v1g245366 PE=4 SV=1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
m.16955,Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0
m.17599,Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
m.18619,Predicted protein OS=Nematostella vectensis GN=v1g247951 PE=4 SV=1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
m.19020,"6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.1456,Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2,3,0,2,1,1,2,1,1,2,1,2,1,1,2,2,4,1,1,0,2,2,3,4,1,1,3,0,2
m.19068,Anoctamin-4 OS=Mus musculus GN=Ano4 PE=2 SV=2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.1925,ADP-ribosylation factor-like protein 6 OS=Danio rerio GN=arl6 PE=2 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
m.19391,Translocon-associated protein subunit beta OS=Homo sapiens GN=SSR2 PE=1 SV=1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.19494,Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,0,2,1,2,1,2,0,1,1,1
m.19802,B-cell receptor CD22 OS=Mus musculus GN=Cd22 PE=1 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.20155,m.20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
m.20784,SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
m.20951,m.20951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
m.21217,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
m.21375,Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1
m.1461,Cytospin-A OS=Danio rerio GN=specc1la PE=2 SV=2,1,0,0,0,0,0,2,1,0,1,0,1,0,0,2,3,0,0,1,0,0,1,1,0,0,1,1,0
m.21528,Seminal plasma protein HSP-1 OS=Equus caballus PE=1 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.21876,m.21876,1,1,1,1,1,1,2,2,1,2,1,0,0,1,2,1,1,1,1,1,2,2,1,0,1,2,1,1
m.22305,Protein TSSC1 OS=Macaca fascicularis GN=TSSC1 PE=2 SV=1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
m.22671,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Mus musculus GN=Tab1 PE=1 SV=2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
m.23641,m.23641,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1
m.25213,Putative uncharacterized protein OS=Desulfovibrio sp. A2 GN=DA2_2374 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.25311,Anoctamin-5 OS=Homo sapiens GN=ANO5 PE=1 SV=1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
m.25727,Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
m.25920,Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 PE=1 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0
m.26428,m.26428,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
m.1463,Obg-like ATPase 1 OS=Danio rerio GN=ola1 PE=2 SV=1,3,3,1,3,1,4,4,4,3,5,3,2,3,6,3,4,2,2,2,3,3,2,3,3,2,5,4,3
m.2661,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
m.26932,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
m.27474,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
m.27979,Protein C21orf2 OS=Homo sapiens GN=C21orf2 PE=1 SV=1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0
m.28261,Semaphorin-1A OS=Drosophila melanogaster GN=Sema-1a PE=2 SV=2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
m.29606,Uncharacterized protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00025450 PE=4 SV=1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
m.29890,m.29890,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
m.30190,Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
m.30248,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
m.33520,Macrophage mannose receptor 1 OS=Mus musculus GN=Mrc1 PE=1 SV=2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0
m.1042,Uroporphyrinogen decarboxylase OS=Danio rerio GN=urod PE=2 SV=1,2,0,0,0,1,3,1,2,0,1,3,0,1,1,3,1,0,0,0,0,3,2,3,0,0,2,2,1
m.14672,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1
m.33846,Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
m.34626,Photosystem II CP43 chlorophyll apoprotein OS=Odontella sinensis GN=psbC PE=3 SV=1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,2,1,1,1,0,1
m.34690,Tolloid-like protein 1 OS=Homo sapiens GN=TLL1 PE=1 SV=1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0
m.3501,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
m.3691,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Gallus gallus GN=APBB1IP PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
m.39,Predicted protein OS=Nematostella vectensis GN=v1g244685 PE=4 SV=1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
m.3982,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g248822 PE=4 SV=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
m.50,Serotransferrin OS=Paralichthys olivaceus GN=tf PE=2 SV=1,0,1,0,2,2,1,1,1,1,2,2,1,2,0,1,0,1,0,1,2,1,1,0,1,0,1,1,1
m.5172,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus GN=Ndufs7 PE=1 SV=1",1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0
m.5398,Golgi to ER traffic protein 4 homolog OS=Homo sapiens GN=GET4 PE=1 SV=1,1,1,0,1,0,1,2,2,1,1,1,0,1,1,1,1,1,0,0,0,2,2,1,0,0,1,1,1
m.1472,Putative glucose-6-phosphate 1-epimerase OS=Cenchrus ciliaris PE=2 SV=1,5,3,3,4,6,7,5,10,5,7,6,4,3,7,4,6,3,3,3,4,7,3,4,2,2,4,7,5
m.554,UPF0047 protein YjbQ OS=Escherichia coli (strain K12) GN=yjbQ PE=3 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.578,Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.5833,Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2,2,1,2,0,1,2,2,1,0,1,1,0,1,1,1,2,2,1,0,1,1,2,2,2,2,0,3,2
m.6094,Splicing factor U2AF 50 kDa subunit OS=Drosophila melanogaster GN=U2af50 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m.6968,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,1,1,1
m.707,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
m.7111,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Danio rerio GN=pgam5 PE=2 SV=2",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
m.7885,6-hydroxy-D-nicotine oxidase OS=Arthrobacter oxydans PE=1 SV=2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
m.842,Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens GN=EIF4E2 PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
m.8982,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0
m.1473,Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4,8,5,7,5,6,10,5,9,11,9,8,5,7,11,8,6,6,5,6,5,9,7,8,6,5,10,9,6
m.9193,CDGSH iron-sulfur domain-containing protein 2 homolog A OS=Branchiostoma floridae GN=BRAFLDRAFT_285975 PE=3 SV=1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
m.9267,Programmed cell death protein 5 OS=Mus musculus GN=Pdcd5 PE=1 SV=3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.9408,Predicted protein OS=Nematostella vectensis GN=v1g238751 PE=4 SV=1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0
symbB1.EST_k37c20_10131|m.23447,symbB1.EST_k37c20_10131 g.23447  ORF symbB1.EST_k37c20_10131 g.23447 symbB1.EST_k37c20_10131 m.23447 type:5prime_partial len:349 (+) symbB1.EST_k37c20_10131:1-1047(+),1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
symbB1.EST_k37c20_13959|m.31994,symbB1.EST_k37c20_13959 g.31994  ORF symbB1.EST_k37c20_13959 g.31994 symbB1.EST_k37c20_13959 m.31994 type:5prime_partial len:111 (+) symbB1.EST_k37c20_13959:3-335(+),2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0
symbB1.EST_k37c20_16854|m.38387,symbB1.EST_k37c20_16854 g.38387  ORF symbB1.EST_k37c20_16854 g.38387 symbB1.EST_k37c20_16854 m.38387 type:complete len:163 (+) symbB1.EST_k37c20_16854:66-554(+),0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
symbB1.EST_k37c20_17555|m.39978,symbB1.EST_k37c20_17555 g.39978  ORF symbB1.EST_k37c20_17555 g.39978 symbB1.EST_k37c20_17555 m.39978 type:internal len:145 (+) symbB1.EST_k37c20_17555:3-434(+),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_18539|m.42064,symbB1.EST_k37c20_18539 g.42064  ORF symbB1.EST_k37c20_18539 g.42064 symbB1.EST_k37c20_18539 m.42064 type:5prime_partial len:183 (+) symbB1.EST_k37c20_18539:3-551(+),1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
symbB1.EST_k37c20_35567|m.73809,symbB1.EST_k37c20_35567 g.73809  ORF symbB1.EST_k37c20_35567 g.73809 symbB1.EST_k37c20_35567 m.73809 type:5prime_partial len:393 (+) symbB1.EST_k37c20_35567:3-1181(+),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
symbB1.EST_k37c20_47739|m.87984,symbB1.EST_k37c20_47739 g.87984  ORF symbB1.EST_k37c20_47739 g.87984 symbB1.EST_k37c20_47739 m.87984 type:5prime_partial len:210 (+) symbB1.EST_k37c20_47739:2-631(+),0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0
m.14739,Betaine--homocysteine S-methyltransferase 1 OS=Bos taurus GN=BHMT PE=2 SV=1,2,1,2,1,1,2,1,2,1,2,0,1,1,1,3,1,1,1,0,3,1,0,3,1,2,1,1,2
symbB1.EST_k37c20_48383|m.88794,symbB1.EST_k37c20_48383 g.88794  ORF symbB1.EST_k37c20_48383 g.88794 symbB1.EST_k37c20_48383 m.88794 type:5prime_partial len:162 (-) symbB1.EST_k37c20_48383:95-580(-),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
symbB1.EST_k37c20_48537|m.88971,symbB1.EST_k37c20_48537 g.88971  ORF symbB1.EST_k37c20_48537 g.88971 symbB1.EST_k37c20_48537 m.88971 type:3prime_partial len:131 (+) symbB1.EST_k37c20_48537:80-469(+),0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
symbB1.EST_k37c20_50125|m.90705,symbB1.EST_k37c20_50125 g.90705  ORF symbB1.EST_k37c20_50125 g.90705 symbB1.EST_k37c20_50125 m.90705 type:5prime_partial len:164 (-) symbB1.EST_k37c20_50125:64-555(-),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.6586,Beta-sarcoglycan OS=Bos taurus GN=SGCB PE=2 SV=1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
m.14464,Kinesin-like protein KIF16B OS=Homo sapiens GN=KIF16B PE=1 SV=2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.7357,Collagen alpha-1(XII) chain (Fragment) OS=Oryctolagus cuniculus GN=COL12A1 PE=2 SV=1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_9740|m.22622,symbB1.EST_k37c20_9740 g.22622  ORF symbB1.EST_k37c20_9740 g.22622 symbB1.EST_k37c20_9740 m.22622 type:complete len:113 (-) symbB1.EST_k37c20_9740:128-466(-),0,1,1,1,0,0,1,1,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,1,0,1,0,0
m.14754,Predicted protein OS=Nematostella vectensis GN=v1g237612 PE=4 SV=1,8,7,6,5,4,7,8,9,5,6,7,7,6,9,8,9,7,7,9,6,8,7,7,7,5,7,8,7
m.6433,Malectin OS=Rattus norvegicus GN=Mlec PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.8574,Antigen WC1.1 OS=Bos taurus PE=2 SV=1,2,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0
m.10239,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
m.10878,Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
m.1164,Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
m.12364,Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633942 PE=4 SV=1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
