"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1246","m.27407",217,2,2,2,0,1,0,-0.685,-0.6901,0.934061,0.876243,0.449101,"Q92002","Unconventional myosin-Ic OS=Lithobates catesbeiana GN=Myo1c PE=2 SV=1                     "
"1247","m.27472",139,1,1,3,3,2,2,-0.03,-0.0408,0.981036,0.509045,0.822419,NA,NA
"1248","m.27519",235,0,1,1,0,0,0,-0.465,-0.4453,1,0.83272,0.689529,NA,NA
"1249","m.2752",168,11,10,9,8,8,9,-0.058,-0.1176,1,0.608381,0.812009,NA,NA
"1250","m.2758",817,0,1,1,0,0,1,-0.427,-0.3761,1,0.806834,0.730591,NA,NA
"1251","m.27586",330,5,8,8,2,3,3,-1.099,-1.6492,0.001841,0.783872,0.000306,NA,NA
"1252","m.27591",172,0,1,0,0,0,0,-0.304,-0.3164,1,0.777262,0.758046,"2953346","Uncharacterized protein (Fragment) OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) GN=GLOINDRAFT_92041 PE=4 SV=1           "
"1253","m.27600",192,2,3,2,0,1,0,-0.746,-0.8286,0.748272,0.87455,0.280099,"P86854","Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1                      "
"1254","m.27603",105,0,0,1,1,0,0,-0.383,-0.37,1,0.80415,0.73371,"3268769","Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1                     "
"1255","m.27605",263,0,2,2,0,0,1,-0.729,-0.7696,0.843586,0.877312,0.350671,"P70195","Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1                   "
"1256","m.27613",234,5,4,5,3,3,2,-0.492,-0.797,0.802025,0.876376,0.317329,"P25787","Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2                   "
"1257","m.27614",142,4,4,3,3,3,3,0.029,0.0396,0.901958,0.394815,0.827914,"Q7T2B9","Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1                      "
"1258","m.27625",216,1,0,0,0,0,1,-0.42,-0.4047,1,0.818501,0.714929,"Q14696","LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2                    "
"1259","m.27628",467,1,1,1,0,0,0,-0.368,-0.3621,1,0.800567,0.737637,"Q99755","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1                  "
"1260","m.27646",180,2,2,3,3,3,3,0.12,0.1659,0.654586,0.229003,0.826476,"Q9D8I1","Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2                 "
"1261","m.2765",1329,2,2,2,1,0,1,-0.741,-0.7942,0.806499,0.8765,0.320698,"3288684","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1                    "
"1262","m.27658",363,1,1,1,0,0,0,-0.369,-0.3761,1,0.806834,0.730591,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"1263","m.27664",165,1,2,2,0,0,0,-0.798,-0.8624,0.68513,0.871803,0.242309,NA,NA
"1264","m.27687",497,4,4,4,1,1,3,-1.154,-1.2166,0.110075,0.822159,0.026337,"Q2KJ46","26S proteasome non-ATPase regulatory subunit 3 OS=Bos taurus GN=PSMD3 PE=2 SV=1                 "
"1265","m.27691",423,1,0,0,2,0,1,0.077,0.0805,0.836757,0.337405,0.828686,"Q9Z2W1","Serine/threonine-protein kinase 25 OS=Mus musculus GN=Stk25 PE=1 SV=2                    "
"1266","m.27700",104,6,6,5,6,5,6,0.15,0.2811,0.385419,0.120836,0.817548,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"1267","m.27731",112,2,2,2,1,1,0,-0.724,-0.7481,0.872567,0.877596,0.377251,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"1268","m.27757",157,2,3,2,3,2,2,0.171,0.2182,0.528738,0.174,0.823062,"P13608","Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    "
"1269","m.27772",428,1,1,0,0,0,0,-0.303,-0.2819,1,0.756424,0.771082,NA,NA
"1270","m.27778",204,4,4,2,1,1,1,-0.563,-0.5631,0.994571,0.861705,0.591827,"Q5ZL33","Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2                   "
"1271","m.27791",585,6,6,4,5,4,6,0.31,0.5094,0.083382,0.024265,0.794471,"Q94738","97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1                  "
"1272","m.278",253,82,0,94,72,74,72,-0.238,-1.5343,0.006578,0.790259,0.001221,NA,NA
"1273","m.27802",451,1,2,3,0,1,1,-1.071,-1.1482,0.1769,0.831981,0.044573,"O96019","Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1                    "
"1274","m.27813",362,5,4,3,2,3,2,-0.478,-0.6051,0.983709,0.868327,0.548207,"Q9Z254","PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2                   "
"1275","m.27819",169,1,1,1,1,0,1,-0.363,-0.3426,1,0.791179,0.746813,"3266649","Predicted protein OS=Nematostella vectensis GN=v1g196994 PE=4 SV=1                     "
"1276","m.27822",350,1,1,0,0,0,0,-0.367,-0.3616,1,0.800336,0.737882,NA,NA
"1277","m.27902",108,1,1,1,1,1,1,-0.349,-0.3635,1,0.801211,0.73695,"3674544","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_66592 PE=4 SV=1                    "
"1278","m.2792",427,11,7,13,6,5,3,-0.674,-1.4173,0.02079,0.799286,0.004287,NA,NA
"1279","m.2794",658,24,27,24,13,15,15,-0.501,-1.5437,0.005961,0.789654,0.001096,"P34422","Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2                  "
"1280","m.27954",454,0,1,0,2,0,0,0.277,0.3164,0.314847,0.096976,0.814029,NA,NA
"1281","m.27979",288,0,0,1,0,1,0,-0.514,-0.4986,1,0.847848,0.649944,NA,NA
"1282","m.27998",400,3,3,3,5,7,5,0.548,0.7835,0.007869,0.001879,0.777082,NA,NA
"1283","m.2800",281,1,0,1,1,1,0,-0.434,-0.3939,1,0.814267,0.72105,NA,NA
"1284","m.28013",833,2,3,2,4,4,4,0.636,0.8573,0.00372,0.000817,0.774575,NA,NA
"1285","m.28035",226,0,1,0,0,0,0,-0.396,-0.379,0.999998,0.808084,0.729082,NA,NA
"1286","m.28068",132,3,0,3,2,3,2,-0.387,-0.4845,1,0.844195,0.661144,NA,NA
"1287","m.28097",108,1,1,1,1,0,1,-0.441,-0.4034,1,0.818002,0.71568,NA,NA
"1288","m.28137",274,2,4,2,1,2,2,-0.589,-0.6261,0.975319,0.870958,0.524887,"O95153","Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2                  "
"1289","m.28144",117,2,2,1,1,1,1,-0.325,-0.3086,1,0.77281,0.761161,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"1290","m.28151",99,1,0,1,0,0,0,-0.376,-0.3391,1,0.789408,0.748385,NA,NA
"1291","m.28154",158,3,3,2,2,2,2,-0.099,-0.1279,1,0.620319,0.810254,"O16277","Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3                    "
"1292","m.28159",179,1,1,1,1,0,0,-0.319,-0.3065,1,0.771587,0.761982,"Q54Y55","Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1                  "
"1293","m.2821",497,1,0,0,0,0,0,-0.583,-0.5528,0.996247,0.859798,0.601852,"P59015","Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2                 "
"1294","m.2824",459,9,7,7,5,5,6,-0.257,-0.4433,1,0.832078,0.690873,"Q9HB40","Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1                    "
"1295","m.28261",194,0,0,1,0,0,0,-0.433,-0.4359,1,0.829653,0.695759,"Q24322","Semaphorin-1A OS=Drosophila melanogaster GN=Sema-1a PE=2 SV=2                      "
"1296","m.28278",688,3,1,2,0,1,0,-0.747,-0.8034,0.791617,0.876068,0.309666,"Q9JID6","Long-chain-fatty-acid--CoA ligase 1 OS=Cavia porcellus GN=ACSL1 PE=2 SV=1                    "
"1297","m.28289",123,2,1,1,1,1,1,-0.247,-0.2341,1,0.722231,0.786236,"Q5XXA6","Anoctamin-1 OS=Homo sapiens GN=ANO1 PE=1 SV=1                      "
"1298","m.28313",382,1,0,0,0,0,0,-0.31,-0.3137,1,0.775737,0.759135,"32160160","Uncharacterized protein OS=Parabacteroides goldsteinii dnLKV18 GN=C803_04595 PE=4 SV=1                    "
"1299","m.284",444,4,4,7,1,2,3,-1.378,-1.8187,0.000205,0.777498,3e-05,"O55131","Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1                      "
"1300","m.2841",371,3,3,2,0,0,0,-0.699,-0.74,0.882621,0.877595,0.387314,NA,NA
"1301","m.28410",144,1,1,1,0,0,0,-0.355,-0.3462,1,0.792972,0.745174,NA,NA
"1302","m.28413",203,2,2,1,1,0,1,-0.388,-0.3789,0.999997,0.808042,0.729134,NA,NA
"1303","m.28417",112,1,0,1,2,0,2,0.242,0.2494,0.455438,0.145866,0.820479,NA,NA
"1304","m.28419",437,2,2,2,0,1,0,-0.716,-0.7242,0.900855,0.877421,0.406961,NA,NA
"1305","m.28430",410,0,1,1,0,0,0,-0.395,-0.3761,1,0.806834,0.730591,NA,NA
"1306","m.28435",230,3,3,3,2,2,3,-0.348,-0.4376,1,0.830217,0.694648,NA,NA
"1307","m.28438",291,2,2,2,0,1,1,-0.688,-0.6923,0.932166,0.876353,0.446405,NA,NA
"1308","m.28444",404,4,2,4,4,3,7,-0.011,-0.0168,0.963846,0.475409,0.824634,NA,NA
"1309","m.2848",287,4,4,4,3,2,1,-0.283,-0.4068,1,0.819301,0.713709,NA,NA
"1310","m.28497",512,0,0,1,1,0,0,-0.277,-0.264,1,0.744383,0.777128,NA,NA
"1311","m.285",338,2,2,0,1,0,0,-0.424,-0.4017,1,0.817345,0.716655,NA,NA
"1312","m.28515",510,2,0,2,2,3,2,-0.131,-0.1555,1,0.650495,0.805101,NA,NA
"1313","m.28519",329,3,0,3,0,0,0,-0.893,-1.0188,0.37311,0.851767,0.106266,NA,NA
"1314","m.28520",237,0,0,0,1,0,0,-0.333,-0.3285,1,0.783882,0.753009,NA,NA
"1315","m.2853",518,4,4,4,2,3,2,-0.504,-0.6942,0.930504,0.876444,0.444073,NA,NA
"1316","m.28534",505,1,3,4,3,4,2,-0.269,-0.3745,1,0.806137,0.731417,NA,NA
"1317","m.28537",125,3,3,3,4,4,5,0.323,0.4527,0.127149,0.037639,0.799867,NA,NA
"1318","m.28546",235,19,17,11,13,15,16,0.266,0.6558,0.025378,0.006823,0.78338,NA,NA
"1319","m.2856",532,13,12,13,7,5,4,-0.527,-1.1556,0.168473,0.830881,0.042201,NA,NA
"1320","m.2860",768,11,11,15,9,9,8,-0.428,-1.0703,0.284279,0.843875,0.076716,NA,NA
"1321","m.28601",246,0,0,1,0,0,0,-0.443,-0.453,1,0.835137,0.684264,NA,NA
"1322","m.28687",461,3,1,1,1,0,0,-0.282,-0.2751,1,0.751953,0.773433,"P27926","Hexokinase-3 OS=Rattus norvegicus GN=Hk3 PE=2 SV=1                      "
"1323","m.28742",295,4,5,5,5,4,4,0.08,0.1319,0.732889,0.269727,0.82792,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"1324","m.2877",192,1,1,1,0,0,1,-0.48,-0.4269,1,0.826594,0.701522,NA,NA
"1325","m.28770",229,5,4,5,4,4,3,-0.135,-0.2172,1,0.708513,0.790877,NA,NA
"1326","m.28774",853,3,1,1,0,0,0,-0.334,-0.3239,1,0.781405,0.754953,NA,NA
"1327","m.2878",281,5,5,6,3,3,2,-0.651,-0.986,0.435652,0.856628,0.128967,NA,NA
"1328","m.288",547,1,1,1,0,0,0,-0.271,-0.2893,1,0.761149,0.768443,NA,NA
"1329","m.28820",245,7,7,7,5,6,5,-0.217,-0.3872,0.999999,0.811537,0.72472,"Q9UIJ7","GTP:AMP phosphotransferase AK3"
"1330","m.28880",200,1,2,1,1,0,0,-0.645,-0.5825,0.99043,0.864992,0.57221,NA,NA
"1331","m.28920",220,1,1,1,0,0,1,-0.269,-0.2713,1,0.7494,0.774718,NA,NA
"1332","m.28999",107,0,0,0,1,0,0,-0.407,-0.3678,1,0.803164,0.734816,NA,NA
"1333","m.29",104,4,2,5,6,4,4,0.245,0.4253,0.154611,0.046087,0.80264,NA,NA
"1334","m.2905",396,3,3,3,4,3,4,0.298,0.4284,0.151272,0.045057,0.802322,NA,NA
"1335","m.29084",160,2,3,3,2,1,1,-0.533,-0.6389,0.969062,0.872342,0.510242,NA,NA
"1336","m.29115",136,3,2,2,2,2,3,-0.15,-0.1858,1,0.680587,0.798618,NA,NA
"1337","m.29137",625,1,1,1,2,0,1,0.172,0.1876,0.602557,0.205008,0.825219,NA,NA
"1338","m.29142",223,1,2,2,1,1,2,-0.743,-0.7285,0.896075,0.877492,0.401615,NA,NA
"1339","m.29199",285,2,2,2,0,0,1,-0.662,-0.6997,0.92555,0.876687,0.437306,NA,NA
"1340","m.29219",277,21,9,20,17,17,15,-0.137,-0.4397,1,0.830908,0.693266,NA,NA
"1341","m.29240",253,6,7,7,5,4,5,-0.24,-0.4283,1,0.827078,0.700638,NA,NA
"1342","m.29249",121,1,1,1,0,0,0,-0.311,-0.3018,1,0.768808,0.763794,NA,NA
"1343","m.29291",227,0,0,1,0,0,0,-0.302,-0.2954,1,0.764937,0.766205,NA,NA
"1344","m.29299",328,2,2,1,1,1,2,-0.2,-0.1895,1,0.684047,0.797762,NA,NA
"1345","m.29343",368,1,1,1,1,0,1,-0.325,-0.3009,1,0.76827,0.764137,NA,NA
"1346","m.2935",127,0,1,0,0,1,0,-0.411,-0.4,1,0.816683,0.717625,NA,NA
"1347","m.29350",356,1,1,1,0,1,0,-0.494,-0.492,1,0.846168,0.655253,NA,NA
"1348","m.2936",227,1,1,0,1,0,0,-0.411,-0.4271,1,0.826663,0.701396,NA,NA
"1349","m.29378",194,1,0,0,0,0,0,-0.401,-0.3912,1,0.813176,0.722541,NA,NA
"1350","m.29428",193,9,10,8,9,11,10,0.182,0.3521,0.252677,0.076809,0.810313,NA,NA
"1351","m.29444",108,1,2,1,0,0,0,-0.406,-0.4028,1,0.817771,0.716025,NA,NA
"1352","m.29450",117,1,0,1,0,0,0,-0.391,-0.3824,0.999998,0.809531,0.727291,NA,NA
"1353","m.295",166,2,4,1,1,1,0,-0.457,-0.4492,1,0.833955,0.686881,"Q962R9","40S ribosomal protein S10 OS=Spodoptera frugiperda GN=RpS10 PE=2 SV=1                   "
"1354","m.29523",191,6,7,8,5,2,4,-0.387,-0.6884,0.935498,0.876155,0.451182,"P42325","Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2                     "
"1355","m.29527",167,2,2,2,1,2,1,-0.773,-0.7481,0.872567,0.877596,0.377251,"P15144","Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4                     "
"1356","m.29546",408,0,0,0,0,0,1,-0.283,-0.2911,1,0.762277,0.767789,"Q7T2Z5","Netrin receptor UNC5C OS=Gallus gallus GN=UNC5C PE=2 SV=1                    "
"1357","m.29555",128,0,0,0,0,1,1,-0.432,-0.4137,1,0.821878,0.70963,NA,NA
"1358","m.29582",292,1,1,1,1,1,1,-0.405,-0.4142,1,0.822062,0.709331,"Q8K385","Ferric-chelate reductase 1 OS=Mus musculus GN=FRRS1 PE=1 SV=1                    "
"1359","m.29599",227,1,2,1,1,1,1,-0.335,-0.3439,1,0.791829,0.746224,"P35458","Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2                    "
"1360","m.29601",249,1,1,1,0,0,0,-0.386,-0.3788,0.999996,0.807999,0.729187,"P19218","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Rattus norvegicus GN=Gp2 PE=1 SV=1                "
"1361","m.29602",100,0,1,1,0,0,0,-0.419,-0.3723,1,0.80517,0.732543,"Q9JKF1","Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus GN=Iqgap1 PE=1 SV=2                   "
"1362","m.29606",138,1,1,1,1,1,1,-0.417,-0.4096,1,0.820356,0.712067,"24393482","Uncharacterized protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00025450 PE=4 SV=1                   "
"1363","m.29673",125,1,0,0,0,0,1,-0.453,-0.4289,1,0.827284,0.700258,"Q86YR5","G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2                    "
"1364","m.297",271,3,3,5,3,3,4,-0.405,-0.5973,0.986282,0.867236,0.556625,"Q9ER00","Syntaxin-12 OS=Mus musculus GN=Stx12 PE=1 SV=1                      "
"1365","m.2971",483,1,1,1,0,0,0,-0.41,-0.396,1,0.815106,0.71988,NA,NA
"1366","m.29775",144,0,0,1,0,0,0,-0.412,-0.4103,1,0.820618,0.711654,NA,NA
"1367","m.29778",253,0,1,0,0,0,0,-0.382,-0.3571,1,0.798234,0.74006,"Q16992","LWamide neuropeptides OS=Anthopleura elegantissima PE=1 SV=1                      "
"1368","m.29808",242,10,9,12,9,10,9,-0.182,-0.4255,1,0.826107,0.702402,"Q9Z2U1","Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1                   "
"1369","m.29813",455,3,1,4,1,2,3,-1.011,-1.2742,0.071029,0.814614,0.016313,"P48601","26S protease regulatory subunit 4 OS=Drosophila melanogaster GN=Rpt2 PE=1 SV=2                  "
"1370","m.29835",460,50,0,54,42,42,41,-0.228,-1.1309,0.197792,0.834579,0.050547,"P11833","Tubulin beta chain OS=Paracentrotus lividus PE=2 SV=1                     "
"1371","m.29844",459,1,1,2,0,0,0,-0.8,-0.8427,0.722548,0.873498,0.264046,"Q00168","Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster GN=CaMKII PE=1 SV=1                "
"1372","m.29861",185,15,17,13,12,13,13,-0.011,-0.0295,0.973559,0.493305,0.823525,"P35041","Trypsin-7 OS=Anopheles gambiae GN=TRYP7 PE=2 SV=2                      "
"1373","m.29873",128,1,1,1,1,0,1,-0.347,-0.3293,1,0.784308,0.752667,"3275002","Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1                     "
"1374","m.29874",107,1,0,0,0,0,1,-0.27,-0.254,1,0.737266,0.780307,"Q5U4M5","Mitotic-spindle organizing protein 1 OS=Xenopus laevis GN=mzt1 PE=3 SV=2                   "
"1375","m.29888",284,11,9,9,7,7,5,-0.153,-0.3247,1,0.78184,0.754618,"Q16943","Vesicle-associated membrane protein/synaptobrevin-binding protein OS=Aplysia californica PE=2 SV=1                    "
"1376","m.29890",126,0,0,0,1,0,0,-0.201,-0.2003,1,0.693886,0.79518,NA,NA
"1377","m.29952",124,3,3,3,0,0,0,-1,-1.1107,0.224325,0.837653,0.058324,NA,NA
"1378","m.29972",1069,4,7,6,4,3,5,-0.371,-0.6348,0.971166,0.871917,0.514966,"Q15075","Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2                   "
"1379","m.29981",276,0,0,1,0,0,0,-0.34,-0.3264,1,0.782758,0.753901,"Q5ZLN0","Leucine-rich repeat-containing protein 40 OS=Gallus gallus GN=LRRC40 PE=2 SV=1                   "
"1380","m.3004",377,3,2,2,3,2,4,0.274,0.354,0.249637,0.075839,0.810113,"P25391","Laminin subunit alpha-1 OS=Homo sapiens GN=LAMA1 PE=1 SV=2                    "
"1381","m.3005",453,1,2,2,1,1,0,-0.783,-0.7786,0.830494,0.877074,0.339636,"P31029","Serine--pyruvate aminotransferase"
"1382","m.30054",147,1,0,1,0,0,0,-0.312,-0.2833,1,0.757329,0.770589,"P35458","Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2                    "
"1383","m.30091",627,1,0,1,0,0,0,-0.411,-0.4093,1,0.820244,0.712244,"Q80TT2","BAI1-associated protein 3 OS=Mus musculus GN=Baiap3 PE=2 SV=3                    "
"1384","m.30104",442,0,2,1,1,1,1,-0.309,-0.3007,1,0.76815,0.764213,"Q6GPI1","Chymotrypsinogen B2 OS=Homo sapiens GN=CTRB2 PE=2 SV=2                     "
"1385","m.30171",172,0,0,0,2,3,2,0.391,0.4326,0.146845,0.043693,0.801893,NA,NA
"1386","m.30190",252,1,0,1,0,0,0,-0.358,-0.3316,1,0.785524,0.751677,"Q19673","Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=3 SV=5                   "
"1387","m.30203",117,2,1,2,4,4,5,0.493,0.6193,0.034613,0.009547,0.785736,"Q96UQ7","60S acidic ribosomal protein P2 OS=Rhodotorula glutinis PE=1 SV=1                   "
"1388","m.30240",180,1,0,1,0,0,0,-0.333,-0.3082,1,0.772578,0.761318,"Q92616","Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6                    "
"1389","m.30248",266,1,1,0,0,0,0,-0.329,-0.3343,1,0.786937,0.750504,"Q80U96","Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1                      "
"1390","m.30280",193,0,1,0,0,0,0,-0.426,-0.4323,1,0.828444,0.698087,"Q02083","N-acylethanolamine-hydrolyzing acid amidase OS=Homo sapiens GN=NAAA PE=1 SV=3                    "
"1391","m.3030",150,1,2,1,1,2,1,-0.1,-0.0973,1,0.583794,0.81522,"Q9DBS2","Tumor protein p63-regulated gene 1-like protein OS=Mus musculus GN=Tprg1l PE=1 SV=1                 "
"1392","m.3037",1596,1,0,0,0,0,0,-0.344,-0.3236,1,0.781242,0.755079,"O42350","Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1                    "
"1393","m.30396",488,30,34,32,23,24,28,-0.295,-1.0624,0.297047,0.845095,0.080787,"Q5RDG4","Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1                    "
"1394","m.304",134,4,2,3,2,1,1,-0.478,-0.6332,0.971961,0.871746,0.516801,"Q9W6Y0","40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2                   "
"1395","m.30404",107,3,3,2,1,3,3,-0.483,-0.4927,1,0.846348,0.654696,"Q9CR41","Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2                    "
"1396","m.30405",235,26,0,29,19,19,18,-0.337,-1.1958,0.12785,0.825058,0.031058,NA,NA
"1397","m.30436",263,4,3,3,3,3,2,-0.052,-0.0692,0.995429,0.547581,0.819146,"Q5PRE5","Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1                  "
"1398","m.30492",247,4,3,4,5,3,3,0.236,0.3579,0.243485,0.07388,0.809702,NA,NA
"1399","m.30496",451,4,4,2,4,4,3,0.574,0.7741,0.008621,0.00208,0.777454,NA,NA
"1400","m.30517",248,4,3,2,1,2,2,-0.613,-0.665,0.953322,0.874655,0.479515,NA,NA
"1401","m.3052",140,2,2,2,2,2,2,-0.055,-0.0664,0.994268,0.543857,0.819501,NA,NA
"1402","m.30602",306,5,2,3,1,1,1,-0.899,-0.9237,0.561746,0.86509,0.180752,"Q9Y376","Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1                    "
"1403","m.3061",248,4,2,4,4,3,3,-0.006,-0.0093,0.95742,0.46476,0.825225,NA,NA
"1404","m.30649",133,0,0,1,0,0,0,-0.353,-0.3561,1,0.797762,0.740538,NA,NA
"1405","m.30676",389,0,0,1,0,0,1,-0.328,-0.309,1,0.773042,0.761003,NA,NA
"1406","m.307",487,10,7,8,5,8,10,-0.333,-0.5973,0.986282,0.867236,0.556625,NA,NA
"1407","m.3070",637,0,0,1,0,0,0,-0.287,-0.2753,1,0.752086,0.773365,NA,NA
"1408","m.3079",696,10,11,9,8,7,10,-0.013,-0.0283,0.97271,0.491622,0.823635,"P13608","Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    "
"1409","m.308",201,5,4,5,3,3,1,-0.448,-0.6814,0.941217,0.875763,0.459721,"Q9N0C7","Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3                   "
"1410","m.3088",506,2,2,2,1,0,2,-0.53,-0.5732,0.992589,0.863465,0.581732,"P34528","Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2                   "
"1411","m.3090",880,10,8,7,6,6,7,-0.108,-0.2107,1,0.702997,0.792571,"O43747","AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5                   "
"1412","m.30917",239,1,2,2,0,2,1,-0.674,-0.6911,0.933202,0.876293,0.447876,"Q5VZK9","Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1                   "
"1413","m.30927",172,15,13,19,10,11,7,-0.572,-1.4976,0.009578,0.792784,0.00184,"P46426","Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1                      "
"1414","m.30955",229,8,8,11,7,8,8,-0.334,-0.7178,0.907728,0.877285,0.414911,"O43084","Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1               "
"1415","m.30956",124,1,1,1,0,1,0,-0.403,-0.3841,0.999989,0.810246,0.726386,"Q8BTE0","UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2                    "
"1416","m.30965",169,6,4,5,3,3,5,-0.363,-0.522,0.999487,0.853409,0.630155,"Q02375","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4"
"1417","m.30968",150,3,3,4,2,3,3,-0.481,-0.6495,0.963169,0.873364,0.497893,"Q40302","Calmodulin OS=Macrocystis pyrifera PE=2 SV=3                       "
"1418","m.30980",429,5,3,5,3,3,3,-0.35,-0.5234,0.999394,0.853722,0.628924,"Q63569","26S protease regulatory subunit 6A OS=Rattus norvegicus GN=Psmc3 PE=2 SV=1                  "
"1419","m.3100",352,1,1,1,0,0,1,-0.329,-0.3292,1,0.784255,0.75271,NA,NA
"1420","m.31093",201,1,1,1,0,1,0,-0.44,-0.413,1,0.82162,0.710049,"A7SGU6","Proteasome assembly chaperone 2 OS=Nematostella vectensis GN=psmg2 PE=3 SV=1                   "
"1421","m.31184",221,0,0,2,2,0,0,-0.171,-0.2077,1,0.700405,0.793336,NA,NA
"1422","m.31187",410,0,1,0,0,0,0,-0.343,-0.3687,1,0.803569,0.734365,NA,NA
"1423","m.3122",173,0,0,0,1,0,1,-0.39,-0.3568,1,0.798093,0.740203,NA,NA
"1424","m.3128",439,1,0,0,0,0,0,-0.433,-0.4211,1,0.824556,0.705135,NA,NA
"1425","m.3130",1155,5,5,2,1,0,0,-0.666,-0.7269,0.897868,0.877468,0.403605,NA,NA
"1426","m.31300",423,3,2,4,3,3,2,-0.296,-0.433,1,0.828681,0.697637,NA,NA
"1427","m.31335",295,1,1,1,1,0,1,-0.24,-0.2256,1,0.715443,0.788614,"Q5SVS4","Kidney mitochondrial carrier protein 1 OS=Homo sapiens GN=SLC25A30 PE=2 SV=1                  "
