"Protein","PROTLEN","DEFLINE","PL30-C","PL12-1m","PL12-100b","PL30-100m","PL12-100m","PL30-10m","PL30-100b","PL30-1m","PL12-C","PL12-10m","UniprotID"
"m.5384",568,"2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3",0.5,2,0.5,0,0,0,0,0.5,1.5,0,"Q60597"
"m.5390",842,"m.5390",3.5,8,9,3.5,6,8.5,1,5,4.5,8,NA
"m.5400",164,"60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1",3.5,3,4.5,3,3,5,1,2,3.5,0,"P30050"
"m.5403",461,"Aspartate aminotransferase, mitochondrial OS=Xenopus tropicalis GN=got2 PE=2 SV=1",6.5,15.5,10,3.5,23,6,3,6,7,5.5,"Q28F67"
"m.5407",595,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Sus scrofa GN=PPP2R1A PE=2 SV=2",1.5,6.5,7,4,5.5,4,3.5,3.5,6.5,3.5,"P54612"
"m.5413",216,"Heme-binding protein 2 OS=Mus musculus GN=Hebp2 PE=1 SV=1",0.5,1.5,0,1,2.5,3.5,1,2,2.5,5.5,"Q9WU63"
"m.5422",1121,"FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2",1,0.5,0.5,2.5,1,1.5,0.5,3.5,1,2.5,"Q5T1M5"
"m.5425",415,"Argininosuccinate synthase OS=Danio rerio GN=ass1 PE=2 SV=1",25,63,25.5,25.5,35,25,22.5,15.5,50,12.5,"Q66I24"
"m.5439",531,"Predicted protein OS=Nematostella vectensis GN=v1g214543 PE=4 SV=1",0,1.5,1.5,0,0.5,0,0,0,0,0.5,"3280670"
"m.5440",160,"Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2",62.5,78.5,76.5,68.5,72.5,69,88.5,52.5,65.5,68,"P62979"
"m.5441",307,"Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_216986 PE=4 SV=1",0,1,0.5,0.5,0,0,0.5,0,2.5,0,"5344297"
"m.5442",167,"40S ribosomal protein S18 OS=Branchiostoma belcheri GN=RPS18 PE=2 SV=1",3.5,9,7.5,2,2,1,0,1.5,7,2,"Q8ISP0"
"m.5463",882,"Alpha-actinin-1 OS=Bos taurus GN=ACTN1 PE=2 SV=1",60,79,66,32,44,54,52.5,23.5,103.5,16,"Q3B7N2"
"m.5465",622,"Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2",0,5.5,1,0,0,0,0,0,2.5,0,"Q7TMK9"
"m.5484",707,"Sodium/myo-inositol cotransporter 2 OS=Mus musculus GN=Slc5a11 PE=2 SV=1",0,0.5,1,0,0,0,0,0,0.5,0,"Q8K0E3"
"m.5486",109,"40S ribosomal protein S27 OS=Homarus americanus GN=RPS27 PE=3 SV=2",0.5,1.5,3,0,0.5,0,0.5,0,1.5,0,"P55833"
"m.5493",248,"Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2",0,0,0,1,1,2,0,0.5,0,0.5,"Q99715"
"m.550",489,"Fascin-2 OS=Bos taurus GN=FSCN2 PE=2 SV=1",39,46.5,51,53,73.5,67,33,37,32.5,49.5,"O18728"
"m.5502",228,"Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1",5,8,4.5,10,8,5.5,7,6.5,6,3.5,"4765919"
"m.5507",231,"Predicted protein OS=Nematostella vectensis GN=v1g245328 PE=4 SV=1",0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,"3278984"
"m.5510",229,"m.5510",2,6,7,0.5,2,0,0.5,0.5,7.5,1,NA
"m.5513",246,"m.5513",5,5.5,7,2,2.5,2,4,0,5,0.5,NA
"m.5516",387,"S-adenosylmethionine synthase isoform type-2 OS=Mus musculus GN=Mat2a PE=2 SV=2",2.5,3.5,6.5,1,3,2.5,1.5,0.5,6,0.5,"Q3THS6"
"m.552",338,"m.552",0.5,2,2.5,1.5,3,3,0.5,5,2,2,NA
"m.5522",429,"Cystathionine gamma-lyase OS=Mus musculus GN=Cth PE=1 SV=1",3.5,2.5,6.5,3,3.5,5.5,2,3,3,3.5,"Q8VCN5"
"m.5525",456,"Flotillin-2a OS=Danio rerio GN=flot2a PE=2 SV=2",2.5,4.5,8,3,1,2.5,1.5,1.5,5.5,2,"Q98TZ8"
"m.5528",192,"RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2",0,0.5,0,0,0,0.5,0,0,2,0,"Q96PK6"
"m.5534",255,"Synaptosomal-associated protein 25 OS=Drosophila melanogaster GN=Snap25 PE=2 SV=1",0,0,0.5,0.5,0,0.5,0,0,0,0.5,"P36975"
"m.5535",314,"Cathepsin B-like cysteine proteinase 5 OS=Caenorhabditis elegans GN=cpr-5 PE=2 SV=1",0,0.5,0.5,0.5,1,0.5,0,0,1,0,"P43509"
"m.5538",480,"Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1",20.5,24,27.5,30,39.5,32.5,17.5,25,20.5,27,"Q8VIF7"
"m.5546",1101,"NAD(P) transhydrogenase, mitochondrial OS=Bos taurus GN=NNT PE=1 SV=3",0.5,1.5,1,1,1,1,0,0,1,0,"P11024"
"m.5581",320,"Lysyl oxidase homolog 4 OS=Mus musculus GN=Loxl4 PE=2 SV=2",0,0,5,1.5,3.5,4,1,1.5,0,1,"Q924C6"
"m.5582",258,"Phosphomannomutase OS=Oryza sativa subsp. japonica GN=PMM PE=2 SV=2",8.5,8.5,12,4,11.5,8.5,5,4.5,11,6.5,"Q7XPW5"
"m.5583",175,"m.5583",4.5,13,10,8.5,24,13,5,10.5,5.5,3.5,NA
"m.56",236,"60S ribosomal protein L7 OS=Bos taurus GN=RPL7 PE=2 SV=1",5.5,5.5,5.5,0,1,1.5,2.5,0,4.5,2,"Q58DT1"
"m.5605",166,"m.5605",2.5,4,2,0.5,0.5,1,2.5,0,2,0,NA
"m.5606",190,"ATP synthase subunit delta, mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1",3,5.5,4,3.5,4,4.5,2.5,4.5,4,2,"Q9D3D9"
"m.5611",317,"m.5611",2.5,7,15,3.5,3,3,1.5,0.5,6,1,NA
"m.5613",134,"Actin-related protein 2/3 complex subunit 1A OS=Rattus norvegicus GN=Arpc1a PE=2 SV=1",6,8.5,7,1.5,7.5,3.5,3.5,0,4,0,"Q99PD4"
"m.5618",330,"Betaine--homocysteine S-methyltransferase 1 OS=Danio rerio GN=bhmt PE=2 SV=1",4,2.5,5.5,2.5,3,4.5,1.5,3,2.5,0.5,"Q32LQ4"
"m.5619",199,"m.5619",2.5,4.5,4,1,2.5,1,1,0,4,0.5,NA
"m.5620",959,"Dual serine/threonine and tyrosine protein kinase OS=Xenopus laevis GN=dstyk PE=2 SV=1",0,0.5,0,0,0,0,1,0,1.5,0,"Q67E01"
"m.5624",813,"Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1",3.5,9,3.5,1,1.5,1.5,4,1,8.5,0.5,"Q9EQH3"
"m.5628",431,"Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1",5,12.5,13,9.5,8,8.5,5,6.5,16,1.5,"Q8IDX6"
"m.5634",149,"m.5634",40.5,43.5,38.5,38.5,45,35,41,36,46,33,NA
"m.5643",338,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Rattus norvegicus GN=Suclg1 PE=2 SV=2",1,4.5,3.5,0,3.5,2.5,0,0,1.5,0,"P13086"
"m.5644",430,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1",5,15,10,10,16.5,14,4.5,8,15.5,4.5,"P04181"
"m.5659",127,"60S ribosomal protein L7a OS=Takifugu rubripes GN=rpl7a PE=3 SV=3",2,6.5,5.5,1,3,4.5,1,0,6,0,"O57592"
"m.5664",242,"Tropomyosin-1 OS=Schistosoma mansoni PE=2 SV=1",4,5.5,8.5,5.5,7,6.5,3,5,5.5,3.5,"P42637"
"m.5665",346,"40S ribosomal protein SA OS=Nematostella vectensis GN=v1g198553 PE=3 SV=1",0.5,5.5,6.5,1.5,1.5,1.5,0,0.5,2.5,0.5,"A7RKS5"
"m.5669",235,"Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3",0,0,0,0.5,0,1,0.5,1,0,0.5,"P50429"
"m.5676",297,"Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1",0,3,1.5,0.5,1,2,1,1.5,1,2,"O00560"
"m.5677",398,"Nucleobindin-2 OS=Rattus norvegicus GN=Nucb2 PE=2 SV=1",0,0,0,0,0,0,0,1,0,0,"Q9JI85"
"m.5680",200,"Charged multivesicular body protein 1b OS=Danio rerio GN=chmp1b PE=2 SV=1",0,1,0.5,0.5,0.5,1,0,0,1,0,"Q7ZVB1"
"m.5686",252,"Ribonuclease Oy OS=Crassostrea gigas PE=1 SV=1",0.5,0.5,1,0.5,2.5,0.5,0,0.5,1,0.5,"Q7M456"
"m.5689",476,"RAC-gamma serine/threonine-protein kinase OS=Homo sapiens GN=AKT3 PE=1 SV=1",0,0,0.5,0,0.5,0,1,0,1,0,"Q9Y243"
"m.5724",205,"Proteasome subunit beta type-3 OS=Oncorhynchus mykiss GN=psmb3 PE=2 SV=1",1,0,15,0,0,0,0,0,0,0.5,"O73817"
"m.5735",289,"S-methyl-5_-thioadenosine phosphorylase OS=Nematostella vectensis GN=v1g214799 PE=3 SV=1",2.5,0,1.5,0,0.5,1,0,0,0,1,"A7SN31"
"m.5746",161,"Histone H2A.V (Fragment) OS=Strongylocentrotus purpuratus GN=H2A.F/Z PE=1 SV=1",7,11,11.5,9.5,9.5,7,7.5,5,9.5,7,"P08991"
"m.5753",396,"Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2",1.5,0.5,1,2,1.5,1.5,0,0,0.5,1,"P54802"
"m.5755",241,"Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1",2.5,6,5,3.5,5,3.5,2.5,1.5,4.5,0.5,"Q9ULC3"
"m.5774",539,"D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1",0,0.5,1,0,0,0,0,0,0.5,0,"B1VEI4"
"m.579",570,"Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633656 PE=4 SV=1",8.5,21.5,3.5,7,9,5.5,12.5,3.5,18.5,2,"4596768"
"m.580",344,"Cathepsin Z OS=Bos taurus GN=CTSZ PE=2 SV=2",8.5,18.5,20.5,17,67.5,23,6,11.5,12,12,"P05689"
"m.5804",1293,"Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1",0,1.5,2,1,0.5,2,1,2,4.5,0,"Q8VDJ3"
"m.5811",486,"Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4",6,24.5,29.5,9,16.5,19,3,11,16.5,6.5,"Q64727"
"m.5828",1791,"Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2",0.5,0.5,0,0.5,1,0.5,1,2,0.5,0,"Q9Z0R4"
"m.5839",328,"Predicted protein OS=Nematostella vectensis GN=v1g241481 PE=4 SV=1",0,0,1,0,0,0,0,0,0.5,0,"3272239"
"m.5859",199,"Protein lin-7 homolog B OS=Mus musculus GN=Lin7b PE=1 SV=2",0,1,1,0.5,0.5,0,0.5,0,2,0,"O88951"
"m.5861",391,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4",0,0.5,0,0,0.5,0,0,0,0,0,"Q96AY4"
"m.5862",284,"Calretinin OS=Mus musculus GN=Calb2 PE=1 SV=3",4,1,3,2.5,0,3.5,5.5,1.5,2.5,3,"Q08331"
"m.5867",472,"m.5867",0.5,0,0.5,0.5,0,0,1,0,0,0,NA
"m.5869",404,"Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2",1,2.5,1.5,1.5,1.5,2.5,0.5,1.5,3,0.5,"Q92734"
"m.5870",1080,"Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2",0,2,1,0,0.5,1,0,0,3,0,"P53621"
"m.5881",363,"Glutamine synthetase OS=Gallus gallus GN=GLUL PE=1 SV=1",0,4.5,1.5,0,0,0,0,0,1.5,0,"P16580"
"m.5892",125,"60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1",1,5.5,4.5,1,6.5,3,1.5,0,4,1,"P58374"
"m.5919",327,"Stimulator of interferon genes protein OS=Gallus gallus GN=TMEM173 PE=3 SV=1",0,1.5,0.5,0,0,0,0,0,1,0,"E1C7U0"
"m.592",568,"Poly(U)-binding-splicing factor PUF60-B OS=Danio rerio GN=puf60b PE=2 SV=2",1,0.5,0.5,0.5,1,0.5,1.5,0.5,0.5,1,"Q6IQE0"
"m.5924",163,"Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=2 SV=1",11,23,21,40,39.5,30,10,38,18.5,27,"Q9Z0J0"
"m.5940",470,"Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2",34.5,46.5,17,4,16,16.5,24.5,15.5,43.5,15.5,"O14111"
"m.5946",412,"Neuronal-specific septin-3 OS=Bos taurus GN=SEPT3 PE=2 SV=3",0,1.5,0,0,0,0,1,0,0.5,0,"Q08DM7"
"m.5947",328,"T-complex protein 1 subunit alpha OS=Bos taurus GN=TCP1 PE=1 SV=1",0,0,1.5,0,0,1,0,0,0.5,0,"Q32L40"
"m.595",591,"Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3",1.5,4,6,1.5,2,2,1.5,0,2,0,"Q99MD6"
"m.5953",1295,"Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4",8,21,16,9.5,13.5,12,12,7.5,25,4.5,"Q9Y4G6"
"m.5961",726,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4",9.5,14.5,11,11.5,16.5,15.5,10.5,11.5,11,5,"P05165"
"m.5976",440,"Eukaryotic peptide chain release factor subunit 1 OS=Polyandrocarpa misakiensis GN=ERF1 PE=2 SV=1",0,0,0,0,0,0,0,0,0,0,"Q9GR88"
"m.5981",145,"SH3 domain-binding glutamic acid-rich-like protein 3 OS=Pongo abelii GN=SH3BGRL3 PE=3 SV=1",2.5,2,5,8.5,7.5,5,2,3,3,6.5,"Q5RC61"
"m.60",320,"Carbonic anhydrase 7 OS=Mus musculus GN=Ca7 PE=1 SV=2",6,7.5,11.5,5,5.5,4,5,3.5,4.5,3.5,"Q9ERQ8"
"m.6000",281,"m.6000",3,7.5,5,3.5,4.5,2,5,0,7,1,NA
"m.6006",339,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",17,37,42,37.5,78.5,54.5,26,49,28,29,"P40926"
"m.6024",399,"Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1",1.5,2,2.5,3.5,2.5,3,1,3,5,4.5,"A5A6P2"
"m.6025",191,"Cell division control protein 42 homolog OS=Rattus norvegicus GN=Cdc42 PE=1 SV=2",2,8.5,8.5,1,1.5,5,1,1,6.5,0,"Q8CFN2"
"m.604",626,"m.604",3,10,2.5,1,5,3,0,1.5,9,0.5,NA
"m.6043",332,"Ribokinase OS=Homo sapiens GN=RBKS PE=1 SV=1",0,1.5,0,0,0.5,0,0,0,0,0,"Q9H477"
"m.606",401,"Extracellular metalloprotease OS=Bacillus subtilis (strain 168) GN=mpr PE=1 SV=1",7.5,13,11,7.5,8.5,4.5,8,2,10.5,5.5,"P39790"
"m.6062",535,"Phosphoglucomutase-1 OS=Macaca fascicularis GN=PGM1 PE=2 SV=3",6,12,18,12,21.5,20.5,5,16,14.5,10.5,"Q4R5E4"
"m.6067",290,"Thymidine phosphorylase OS=Rattus norvegicus GN=Tymp PE=2 SV=1",0.5,0.5,2,0,0.5,0,1,0,1,0,"Q5FVR2"
"m.6093",277,"Splicing factor U2AF 65 kDa subunit OS=Mus musculus GN=U2af2 PE=1 SV=3",0,2.5,0,0,0,0,0.5,0,2,0,"P26369"
"m.6098",224,"Syntaxin-8 OS=Bos taurus GN=STX8 PE=2 SV=1",0,0.5,0,0,0.5,0,0,0,0,0,"Q3T075"
"m.6100",310,"ADP,ATP carrier protein OS=Chlamydomonas reinhardtii GN=ABT PE=1 SV=1",1.5,9,4,0,0,0,1.5,0,5.5,0,"P27080"
"m.6106",1183,"Protein scribble homolog OS=Danio rerio GN=scrib PE=1 SV=1",1.5,0.5,1.5,1,2.5,1.5,2,1,1.5,0.5,"Q4H4B6"
"m.611",550,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2",8,13,20.5,7.5,14,11.5,14.5,7,7.5,11,"Q96RW7"
"m.612",679,"78 kDa glucose-regulated protein OS=Bos taurus GN=HSPA5 PE=2 SV=1",26.5,53,41,25,46.5,35,21.5,7.5,34.5,15,"Q0VCX2"
"m.6121",222,"Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1",3.5,2,3.5,6.5,5,2,2,1.5,0,0,"4785826"
"m.6130",287,"Inorganic pyrophosphatase OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=IPP1 PE=3 SV=1",32.5,19,26,36.5,43,33,18.5,11,10.5,19,"Q6BWA5"
"m.6137",829,"Striatin-3 OS=Mus musculus GN=Strn3 PE=1 SV=1",1.5,0,1.5,0,0.5,0,0.5,0.5,0,0,"Q9ERG2"
"m.6149",834,"Hypoxia up-regulated protein 1 OS=Rattus norvegicus GN=Hyou1 PE=1 SV=1",4,5,7,4,5.5,3.5,1,3.5,4.5,6.5,"Q63617"
"m.6153",459,"Apomucin (Fragment) OS=Sus scrofa PE=1 SV=2",2.5,3,5.5,6,17,6.5,2,4.5,1,5.5,"P12021"
"m.616",1072,"Trypsin-2 (Fragment) OS=Salmo salar PE=2 SV=1",0.5,0,0.5,0,0,0,0,0.5,0,0,"P35032"
"m.6160",246,"m.6160",5,6.5,6.5,2.5,6,4.5,2,2,6.5,1,NA
"m.6161",297,"Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2",0,1,4,0.5,5.5,2,0.5,0,0.5,0,"P47941"
"m.6174",243,"Peroxiredoxin-1 OS=Gallus gallus GN=PRDX1 PE=1 SV=1",4.5,19,20,2,5.5,6.5,8.5,0.5,16.5,1.5,"P0CB50"
"m.6180",693,"Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3",14,14.5,35.5,21.5,22.5,16.5,8.5,19.5,19.5,22,"Q90474"
"m.6190",936,"Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1",0.5,0.5,1,0,0.5,0,0,0.5,0.5,0,"O14974"
"m.6192",463,"Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1",30,41,35,15,23.5,13.5,30,0.5,29,4.5,"Q9ULV4"
"m.6193",694,"Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1",0,0,1,0,0,0.5,0,0,0,0.5,"P47820"
"m.6203",143,"Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1",3.5,11,12,5,7.5,9,4.5,4,3.5,2.5,"Q5R7J6"
"m.6207",485,"N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1",0,2,3,1.5,3,1,0,0.5,0,1,"P50426"
"m.6208",1190,"m.6208",0.5,0,1,0.5,1,1,0,0.5,0,0,NA
"m.621",306,"m.621",1,1,1,1.5,2,1,2,1,0.5,5,NA
"m.6212",640,"WD repeat-containing protein 1 OS=Xenopus tropicalis GN=wdr1 PE=2 SV=1",47.5,45.5,33.5,31,71,44,42.5,11.5,28,23.5,"Q6DIF4"
"m.6219",1290,"Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2",0,1,0,0,0.5,0.5,0,0,1,0,"Q14185"
"m.6258",470,"Mitochondrial enolase superfamily member 1 OS=Xenopus laevis GN=enosf1 PE=2 SV=1",1,2,1,0.5,1.5,0,0,0.5,0,1,"Q6INX4"
"m.6266",564,"Asparagine--tRNA ligase, cytoplasmic OS=Bos taurus GN=NARS PE=2 SV=3",15,30.5,24,10.5,27,12.5,10,0,23,5,"Q2KJG3"
"m.628",379,"Dual specificity mitogen-activated protein kinase kinase 1 (Fragment) OS=Serinus canaria GN=MAP2K1 PE=2 SV=1",0.5,0.5,2.5,0,0.5,0,0,0,1,0,"Q91447"
"m.6293",273,"m.6293",0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,NA
"m.631",168,"Centrin-3 OS=Homo sapiens GN=CETN3 PE=2 SV=2",0,0,0,0,0,0,0,0,0,0,"O15182"
"m.6328",249,"Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1",1,0.5,2,0.5,0,0.5,0,1,0.5,1,"Q9N126"
"m.6354",185,"Ras-related protein Rap-1b OS=Xenopus tropicalis GN=rap1b PE=2 SV=1",3,1,2.5,1.5,0.5,1,2.5,0,1.5,0.5,"Q640R7"
"m.6361",1066,"Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens GN=ERAP2 PE=1 SV=2",22.5,13.5,25,23,38,31,19,20,15.5,7.5,"Q6P179"
"m.6363",693,"Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2",0,0,1.5,0,0,0,0,0,0,0,"Q86VP6"
"m.637",726,"Splicing factor 3A subunit 1 OS=Bos taurus GN=SF3A1 PE=2 SV=1",0,3,0.5,0,0,0.5,0,0,1.5,0,"A2VDN6"
"m.6370",313,"m.6370",10.5,14.5,18.5,5,15.5,13.5,15,0.5,16,0.5,NA
"m.6408",422,"Protein FAM172A OS=Gallus gallus GN=FAM172A PE=2 SV=1",0.5,0.5,0.5,0.5,0.5,1,0,1.5,1,1,"Q5ZK44"
"m.6414",454,"Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2",3,3,5,2,3.5,3,0,0.5,2,2,"Q60865"
"m.6438",185,"Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_120670 PE=4 SV=1",0.5,0,0,0.5,0,0,0,0.5,0,0,"3669220"
"m.644",181,"ADP-ribosylation factor 1 OS=Rattus norvegicus GN=Arf1 PE=1 SV=2",15,25,18.5,9.5,16,13.5,21,5.5,21,4.5,"P84079"
"m.6463",6996,"Titin OS=Mus musculus GN=Ttn PE=1 SV=1",8.5,8,13,8,12.5,7.5,8,2,8.5,1,"A2ASS6"
"m.6490",438,"Predicted protein OS=Nematostella vectensis GN=v1g240575 PE=4 SV=1",2.5,13.5,4,2,3,2.5,3.5,1.5,12.5,0.5,"3270643"
"m.6492",285,"Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1",1.5,2.5,1.5,1,2,1.5,1,1.5,3,0,"3283494"
"m.6499",297,"Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2",3,11.5,7.5,1.5,10,4.5,2,1.5,8.5,1,"Q32P51"
"m.650",554,"Acyl-coenzyme A oxidase 2, peroxisomal OS=Arabidopsis thaliana GN=ACX2 PE=1 SV=2",0.5,0.5,0,0,0,0.5,0,0,1,0,"O65201"
"m.651",113,"V-type proton ATPase subunit G OS=Manduca sexta PE=3 SV=1",1.5,2.5,3.5,3,3.5,2.5,2,2.5,5,1.5,"Q25532"
"m.6511",281,"Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus GN=Mapre3 PE=1 SV=1",3,5,6,1.5,4.5,4.5,4,3,5.5,2,"Q5XIT1"
"m.6516",603,"Seprase OS=Mus musculus GN=Fap PE=2 SV=1",0.5,1,0.5,1.5,1,0,2,0,3,0,"P97321"
"m.6517",538,"Serine--tRNA ligase, cytoplasmic OS=Bos taurus GN=SARS PE=2 SV=3",10.5,28.5,23,5.5,24,10,9.5,1.5,24,2,"Q9GMB8"
"m.6522",302,"Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1",2.5,16.5,3,0,4.5,0,10.5,0,2.5,0,"P35441"
"m.6524",587,"60 kDa heat shock protein, mitochondrial OS=Cricetulus griseus GN=HSPD1 PE=2 SV=1",14.5,23,26.5,8.5,21.5,18.5,7.5,10,27.5,1.5,"P18687"
"m.6554",533,"Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1",7.5,41,11,3.5,15,7.5,5.5,2.5,20.5,4,"4616512"
"m.657",677,"Beta-galactosidase OS=Bos taurus GN=GLB1 PE=2 SV=1",3,5.5,6,3.5,9.5,6.5,1.5,3.5,6.5,3,"Q58D55"
"m.6574",602,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=2 SV=1",0,2,0.5,0,0,0,0.5,0,0,0,"Q91YQ5"
"m.6593",1058,"Sodium/potassium-transporting ATPase subunit alpha OS=Drosophila melanogaster GN=Atpalpha PE=1 SV=3",3.5,10,23.5,6.5,4.5,5.5,2.5,3,4.5,15.5,"P13607"
"m.6603",632,"Protein disulfide-isomerase A5 OS=Mus musculus GN=Pdia5 PE=2 SV=1",0.5,1.5,0,0,1,0,0.5,0,0.5,0,"Q921X9"
"m.6614",1203,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2",5,0.5,0.5,1.5,0.5,2.5,4,1.5,2.5,0.5,"Q96RW7"
"m.6620",708,"Titin OS=Homo sapiens GN=TTN PE=1 SV=4",5,5.5,10.5,4,6.5,3.5,4,4,6,8.5,"Q8WZ42"
"m.6627",1941,"Myosin heavy chain, striated muscle OS=Argopecten irradians PE=1 SV=1",18,131.5,22,13,24.5,18.5,30,12,103.5,20.5,"P24733"
"m.6630",215,"m.6630",0,0,1,0,0.5,0,0,0,0,0,NA
"m.6650",137,"Ecdysteroid-regulated 16 kDa protein OS=Manduca sexta GN=ESR16 PE=2 SV=1",0,1,2,2,5.5,4.5,0,2.5,2,3.5,"Q25481"
"m.6654",227,"Proteasome subunit alpha type-1 OS=Gallus gallus GN=PSMA1 PE=2 SV=2",0,0,5,0,0,0,0,0,0,0,"O42265"
"m.6658",229,"Ras-related protein Rab-7L1 OS=Rattus norvegicus GN=Rab7l1 PE=1 SV=1",0,1,0,0,0,0,0,0,0.5,0,"Q63481"
"m.6659",223,"Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1",1.5,1,3.5,2,2.5,1,0.5,0,0,0.5,"P70490"
"m.6678",2678,"Neural-cadherin OS=Drosophila melanogaster GN=CadN PE=1 SV=2",4,1.5,4,2.5,4,2,2,1.5,1,1.5,"O15943"
"m.6688",381,"V-type proton ATPase subunit C OS=Manduca sexta PE=2 SV=1",0.5,0.5,1.5,0,0,0.5,0.5,0,4.5,0.5,"Q9U5N1"
"m.6698",487,"Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1",40,52,63.5,61,78.5,70.5,42,59.5,42,35.5,"Q9D1A2"
"m.6705",727,"Methylmalonyl-CoA mutase, mitochondrial OS=Bos taurus GN=MUT PE=2 SV=1",14.5,15.5,14,4,6.5,8,13.5,1.5,11.5,0,"Q9GK13"
